,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
3068,1130633504,275614,Marian Aliuță,Q275614$6A3F3611-440B-4510-B3C0-55BA7BAE1373,,2020,WorldFootball.net person ID,"""marian-aliuta""",,"""marian-aliu""",,string,UPDATE,PROPERTY_VALUE,human,Romanian footballer,,,property_value_update,,2,1,1,0.0,0,1,2,0.15384615384615385,0,1.0,0,0,1,0,2.0,1,0,0.9920953
3070,2012678240,197903,Zhongshan District,label,,-1,label,"""Zhongshan District, Dalian""",,"""Zhongshan District""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,8,3,2,0.25,0,1,8,0.3076923076923077,0,0.6666666666666667,0,0,2,0,5.333333333333333,1,0,0.96452165
3075,372319934,5,human,description,,-2,description,"""common name of Homo sapiens, unique extant species of the genus Homo.""",,"""common name of Homo sapiens (Q15978631), unique extant species of the genus Homo""",,string,UPDATE,PROPERTY_VALUE,"individual animal, mammal, natural person, omnivore, organisms known by a particular common name, person","any member of Homo sapiens, unique extant species of the genus Homo",,,refinement,"individual animal, mammal, natural person, omnivore, person",11,12,13,0.6923076923076923,0,0,13,0.1625,0,0.9230769230769231,0,11,1,0,5.301282051282051,1,0,0.9931202
3078,634080176,49276551,Descazeaux,description,,-2,description,"""family nams""",,"""family name""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.09090909090909091,0,1.0,0,1,1,0,2.25,1,0,0.9370372
3081,2146948357,290524,Cicely Saunders,Q290524$E86DB115-D1A6-4D10-8F28-7F7D924E61AE,,18,image,"""History of Modern Biomedicine Research Group.jpg""",,"""EWS21.13.jpg""",,string,UPDATE,PROPERTY_VALUE,human,"English writer, doctor, founder of the hospice care movement, palliative care activist",,,property_value_update,,36,6,1,0.0,0,0,42,0.875,1,0.16666666666666663,0,7,43,0,11.333333333333334,0,1,0.9837867
3091,356513923,337989,SETI Institute,description,,-2,description,"""organization""",,"""not-for-profit research organization""",,string,UPDATE,PROPERTY_VALUE,nonprofit organization,not-for-profit research organization,,,refinement,,24,1,3,0.3333333333333333,1,0,24,0.6666666666666666,0,0.33333333333333337,0,12,0,0,7.666666666666667,0,1,0.98404
3092,1964108462,1510,ancient theatre of Lyon,description,,-2,description,"""Roman ancient structure in Lyon, France""",,"""ancient Roman structure in Lyon, France""",,string,UPDATE,PROPERTY_VALUE,"ancient Roman structure, archaeological site, Roman archaeological site, Roman theatre, theatre building","ancient Roman structure in Lyon, France",,,rewording,,0,6,6,1.0,0,0,12,0.3076923076923077,0,1.0,1,0,0,0,5.111111111111111,0,1,0.999015
3094,604380566,23317,Audi AG,Q23317$1669d520-4d0c-d435-85a5-63b71da2feb4,,856,official website,"""https://www.audi.ru/ru/web/ru.html""",,"""https://www.audi.ru/""",,string,UPDATE,PROPERTY_VALUE,"automobile manufacturer, business, public company",German automotive manufacturing subsidiary of Volkswagen Group,,,unrefinement,,14,1,1,0.0,0,1,14,0.4117647058823529,0,1.0,0,0,4,0,14.0,1,0,0.98211545
3096,1637079472,111224985,Lost in the rain,description,,-2,description,"""single by Tina Karol""",,"""2016 single by Tina Karol""",,string,UPDATE,PROPERTY_VALUE,single,2016 single by Tina Karol,,,refinement,,5,4,5,0.8,1,0,5,0.2,0,0.8,0,4,0,0,3.85,0,1,0.99204504
3099,236233741,2982997,Institut polytechnique Grand Paris,label,,-1,,"""Collegium Île-de-France""",,"""Institut polytechnique Grand Paris""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,11,2,4,0.0,0,0,27,0.7941176470588235,1,0.5,0,13,7,0,9.875,0,0,0.8845079
3100,890420743,200881,Qasym-Jomart Toqaev,description,,-2,description,"""Kazachstan politician""",,"""Kazachstani politician""",,string,UPDATE,PROPERTY_VALUE,human,President of Kazakhstan since 2019,,,textual_change,,1,2,2,0.3333333333333333,0,0,1,0.045454545454545456,0,1.0,0,0,0,0,4.5,1,1,0.9951811
3101,2329316651,111219390,International Women Filmmakers  Festival,description,,-2,description,"""An Izmir-based film festival""",,"""Izmir-based film festival""",,string,UPDATE,PROPERTY_VALUE,film festival,Izmir-based film festival,,,re_formatting,,3,4,3,0.75,0,1,3,0.10714285714285714,0,0.75,0,0,2,0,6.25,0,1,0.99757624
3107,2337586275,333832,Aulne Abbey,Q333832$83534C6D-1B2C-47FA-ACDB-B894CAED8FC9,,18,image,"""0 Gozée Aulne 050525 (2).JPG""",,"""Facade of the Aulne Abbey during golden hour (DSC 0123).jpg""",,string,UPDATE,PROPERTY_VALUE,"benedictine abbey, priory, religious community, ruins",Cistercian monastery in Belgium,,,refinement,,31,5,10,0.07142857142857142,0,0,42,0.711864406779661,0,0.5,0,27,9,0,5.48,0,0,0.9687009
3109,994733335,101026,platelet,label,,-1,label,"""platelet""",,"""plateleta""",,string,UPDATE,PROPERTY_VALUE,"blood cell, cell type, non-nucleated solocyte",component of blood aiding in coagulation,,,textual_change,"blood cell, non-nucleated solocyte",1,1,1,0.0,1,0,1,0.1111111111111111,0,1.0,0,0,0,0,1.0,1,0,0.9889542
3117,680615678,3248982,Transport,description,,-2,description,"""functional constituency in Hong Kong""",,"""functional constituency of Hong Kong""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,5,5,0.6666666666666666,0,0,2,0.05555555555555555,0,1.0,0,0,0,0,5.68,1,1,0.9848269
3122,1320975381,1405,Augustus,description,,-2,description,"""founder of the Julio-Claudian dynasty and first emperor of the Roman Empire""",,"""first emperor of the Roman Empire and founder of the Julio-Claudian dynasty""",,string,UPDATE,PROPERTY_VALUE,human,first emperor of the Roman Empire and founder of the Julio-Claudian dynasty,,,rewording,,0,12,12,1.0,0,0,56,0.7466666666666667,0,1.0,1,0,0,0,5.888888888888889,0,0,0.9936282
3124,264673177,97856,Ludger Mintrop,description,,-2,description,"""human""",,"""german geophysicist""",,string,UPDATE,PROPERTY_VALUE,human,German geophysicist (1880–1956),,,refinement,,14,1,2,0.0,0,0,16,0.8421052631578947,1,0.5,0,15,1,0,7.0,0,0,0.98074085
3125,1259951221,438501,Alfred Pfaff,description,,-2,description,"""German footballer""",,"""German footballer (1926-2008)""",,string,UPDATE,PROPERTY_VALUE,human,German footballer (1926-2008),,,refinement,,12,2,3,0.6666666666666666,1,0,12,0.41379310344827586,0,0.6666666666666667,0,11,0,0,6.666666666666667,1,0,0.9950228
3138,698418,17,Japan,description,,-2,description,"""island nation in eastern Asia""",,"""island nation in East Asia""",,string,UPDATE,PROPERTY_VALUE,"country, island country, sovereign state",island country in East Asia,,,textual_change,,3,5,5,0.6666666666666666,0,0,3,0.10344827586206896,0,1.0,0,1,3,0,3.84,1,1,0.99541426
3152,806023160,1523,Ramesses II,description,,-2,description,"""Idont lnow""",,"""Egyptian Pharaoh of the Nineteenth Dynasty""",,string,UPDATE,PROPERTY_VALUE,human,Egyptian third pharaoh of the Nineteenth Dynasty,,,property_value_update,,32,2,6,0.0,0,0,36,0.8571428571428571,1,0.33333333333333337,0,26,4,0,6.083333333333333,0,0,0.9634063
3153,1948210612,199943,Adriano Celentano,description,,-2,description,"""Italian singer, musician, actor and filmmaker""",,"""Italian musician""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,29,6,2,0.14285714285714285,0,0,29,0.6444444444444445,0,0.33333333333333337,0,0,12,0,5.75,1,0,0.9251914
3158,1844915337,90608035,Cecelia Cichan,label,,-1,label,"""Cecilia Cichan""",,"""Cecelia Cichan""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.07142857142857142,0,1.0,0,0,0,0,2.75,1,1,0.9398713
3162,1154645845,18526,Stockport County F.C.,description,,-2,description,"""English association football club""",,"""association football club in Stockport, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Stockport, England",,,"refinement, rewording",,14,4,6,0.42857142857142855,0,0,30,0.6382978723404256,0,0.6666666666666667,0,6,1,0,6.916666666666667,0,0,0.9967819
3164,341827067,461624,Kristian Birkeland,Q461624$4f0e0e66-4d4b-b214-40e1-2de8ceff346b,,1015,NORAF ID,"""x02033322""",,"""2033322""",,string,UPDATE,PROPERTY_VALUE,human,Norwegian scientist (1867–1917),,,re_formatting,,2,1,1,0.0,0,1,2,0.2222222222222222,0,1.0,0,0,1,0,2.0,0,1,0.99104786
3166,1326357996,8581,Saladin,Q8581$1d4658f8-4f7b-deb6-64d4-650206fe74bb,,1477,birth name,"""يُوسُف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي""",,"""يُوسُف أبن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي""",,monolingualtext,UPDATE,PROPERTY_VALUE,human,Sultan of Egypt and founder of the Ayyubid dynasty (1137–1193),,,property_value_update,,1,11,11,0.8888888888888888,0,0,1,0.01694915254237288,0,1.0,1,0,0,0,4.537190082644628,1,1,0.9955119
3170,1505733173,70997,Ralph H. Baer,Q70997$274fc0fb-4dca-e6ff-ab62-00380d61c51b,,1477,birth name,"""Ralph Hendrikson Baer.""",,"""anus""",,monolingualtext,UPDATE,PROPERTY_VALUE,human,German-American inventor and engineer,,,property_value_update,,18,3,1,0.0,0,0,19,0.8636363636363636,1,0.33333333333333337,0,1,17,0,5.333333333333333,0,0,0.9414529
3171,1316802453,99734233,Daniel Fairhurst,description,,-2,description,"""musician+""",,"""musician""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,1,0,0.9807076
3174,1836559753,111221594,Antonino Scaravilli,description,,-2,description,"""italian partisan (1917-1944)""",,"""Italian partisan (1917-1944)""",,string,UPDATE,PROPERTY_VALUE,human,Italian partisan (1917-1944),,,re_formatting,,0,3,3,0.5,0,0,0,0.0,0,1.0,0,1,0,0,6.111111111111111,0,1,0.9965128
3175,38133381,188225,Géza Vermes,description,,-2,description,"""magyar születésű brit vallástörténész""",,"""British scholar of Jewish Hungarian origin and writer on religious history""",,string,UPDATE,PROPERTY_VALUE,human,British scholar,,,property_value_update,,37,4,11,0.0,0,0,60,0.8108108108108109,1,0.36363636363636365,0,20,12,0,8.25,0,0,0.89671105
3177,1823038769,111227717,Frank Elmore Bissell,description,,-2,description,"""American politician – Minnesota -- \""F.E.\"" House 1879-80 (District 31)""",,"""American politician (1845–1918) – Minnesota – House 1879-80 (District 31)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1845–1918) – Minnesota – House 1879-80 (District 31),,,refinement,,4,10,10,0.7272727272727273,0,0,21,0.2876712328767123,0,1.0,0,2,6,0,7.16,1,1,0.98900175
3179,992778975,200306,Gray's Anatomy,description,,-2,description,"""English-language textbook of human anatomy""",,"""textbook of human anatomy""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,17,5,4,0.8,0,1,17,0.40476190476190477,0,0.8,0,0,9,0,6.85,0,1,0.98566985
3191,2038243554,76423,Otto von Böhtlingk,q76423$85044FAF-1E83-4835-9571-AA42D54D40B2,,213,ISNI,"""0000 0001 2140 2445""",,"""0000000121402445""",,string,UPDATE,PROPERTY_VALUE,human,German Indologist and Sanskrit scholar (1815-1904),,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.9896238
3197,411827506,209360,isopropyl chloride,Q209360$A63FDDA8-ED12-47A0-8437-9B22B3A15C42,,679,ZVG number,"""010650""",,"""10650""",,string,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity",chemical compound,,,re_formatting,chemical compound,1,1,1,0.0,0,1,1,0.16666666666666666,0,1.0,0,0,0,0,1.0,0,1,0.980683
3199,1595624811,241732,Rosa Bonheur,description,,-2,description,"""FOMMKIJJKIO89IJJ99999UUH9NUYYGNYFSEWWJNJ is a great place to work 3 and I hope you are doing EAST  4rench painter and sculptor (1822-1899)""",,"""Rosa Bonheur is a  painter of animals""",,string,UPDATE,PROPERTY_VALUE,human,French artist (1822-1899),,,property_value_update,,101,20,7,0.13043478260869565,0,0,112,0.8115942028985508,0,0.35,0,4,69,0,6.807142857142857,0,0,0.8502769
3201,189579823,228559,Evonne Goolagong Cawley,q228559$DD9D4B4F-79B1-4548-8DB8-F810127D4A1B,,555,doubles record,"""18-16""",,"""18–16""",,string,UPDATE,PROPERTY_VALUE,human,Australian Aboriginal tennis player,,,re_formatting,,0,1,1,0.0,0,0,1,0.2,1,1.0,0,1,1,0,1.0,0,0,0.99373794
3206,2272265284,314350,Antoine Bourdelle,Q314350$51CB3026-551E-4F5F-9B17-BFFEC0F4F17A,,2741,Tate artist ID,"""789""",,"""antoine-bourdelle-789""",,string,UPDATE,PROPERTY_VALUE,human,French painter and sculptor (1861–1929),,,refinement,,18,1,1,0.0,1,0,18,0.8571428571428571,0,1.0,0,18,0,0,18.0,0,1,0.991204
3207,1816984505,111230347,John Conrad Oswald,description,,-2,description,"""American politician – Minnesota -- \""J.C.\"" Senate 1887-90 (District 30)""",,"""American politician (1824–1905) – Minnesota -- \""J.C.\"" Senate 1887-90 (District 30)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1824–1905) – Minnesota -- \J.C.\ Senate 1887-90 (District 30),,,refinement,,12,10,11,0.9090909090909091,0,0,12,0.14634146341463414,0,0.9090909090909091,1,3,0,0,7.127272727272727,1,1,0.99563
3215,1594903100,111225000,Birkenburn Reservoir,description,,-2,description,"""1834s (?) artificial freshwater lake in North Lanarkshire, Scotland, UK, outflows, via burns and lades, to Banton Loch, the River Kelvin and the Forth and Clyde Canal""",,"""1840s (?) artificial freshwater lake in North Lanarkshire, Scotland, UK, outflows, via burns and lades, to Banton Loch, the River Kelvin and the Forth and Clyde Canal""",,string,UPDATE,PROPERTY_VALUE,reservoir,"1840s (?) artificial freshwater lake in North Lanarkshire, Scotland, UK, outflows, via burns and lades, to Banton Loch, the River Kelvin and the Forth and Clyde Canal",,,property_value_update,,0,27,27,0.92,0,0,2,0.012048192771084338,0,1.0,1,1,1,0,5.68724279835391,0,1,0.9964297
3226,1594541753,2982754,contact adhesive,label,,-1,,"""Impact glue""",,"""contact adhesive""",,string,UPDATE,PROPERTY_VALUE,,,,,rewording,adhesive,5,2,2,0.0,0,0,11,0.6875,1,1.0,0,7,6,0,6.5,0,0,0.96607673
3229,1599591387,111226759,Alfonso Toral Moreno,description,,-2,description,"""Mexican short story writer, essayist, and proofreader""",,"""Mexican short story writer, essayist, and proofreaderr""",,string,UPDATE,PROPERTY_VALUE,human,"Mexican short story writer, essayist, and proofreader",,,textual_change,,1,7,7,0.75,1,0,1,0.018518518518518517,0,1.0,0,0,0,0,6.408163265306122,1,0,0.9972681
3253,220940055,19868451,André Lebois,Q19868451$2c24c0ff-4105-9a7d-668e-2320404afe2e,,1006,Nationale Thesaurus voor Auteursnamen ID,"""vtls002171743""",,"""06751443X""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,4,1,1,0.0,0,0,10,0.7692307692307693,1,1.0,0,3,5,0,10.0,0,0,0.97933483
3260,68591835,21824,echidna,label,,-1,label,"""Echidna""",,"""echidna""",,string,UPDATE,PROPERTY_VALUE,taxon,family of monotreme mammals,,,re_formatting,,0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.99321365
3261,13781970,8123,1916 Summer Olympics,description,,-2,description,"""6th edition of the modern Summer Olympics, scheduled in Berlin (Germany) in 1916 and later canceled due to World War I""",,"""Games of the VI Olympiad, scheduled to be celebrated in Berlin (Germany) in 1916 and later canceled due to World War I""",,string,UPDATE,PROPERTY_VALUE,"international sporting event, Summer Olympic Games edition","Games of the VI Olympiad, scheduled to be played in Berlin, Germany, in 1916 but canceled due to World War I",,,rewording,,0,21,22,0.6,0,0,42,0.3559322033898305,0,0.9545454545454546,0,3,1,0,5.322510822510822,0,1,0.98894006
3262,180765393,647,Rennes,Q647$b4952b97-4b18-66fb-157d-21ba839615e0,,948,page banner,"""Rennes banner Facade of Palais du Commerce.jpg""",,"""Renne banner.jpg""",,string,UPDATE,PROPERTY_VALUE,"big city, commune of France","capital city of the region of Brittany, France",,,unrefinement,,30,7,2,0.0,0,0,30,0.6521739130434783,1,0.2857142857142857,0,0,17,0,6.428571428571429,1,1,0.97244084
3265,10624209,656,Saint Petersburg,description,,-2,description,"""A Federal city in Russia, the former capital""",,"""federal city in Russia and the former capital""",,string,UPDATE,PROPERTY_VALUE,"big city, capital of Russia, city or town, federal city of Russia, federal subject of Russia, former national capital, judicial capital, largest city, million city",federal city in and former capital of Russia,,,re_formatting,,1,8,8,0.45454545454545453,0,0,6,0.13333333333333333,0,1.0,0,0,3,0,4.8125,0,1,0.99911124
3268,1354008274,30348983,Salado de Morón,Q30348983$ad32343f-45a6-dfd7-555c-974045c9e4db,,18,image,"""Río Salado (El Palmar).jpg""",,"""Río Salado.jpg""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,12,4,2,0.2,0,0,12,0.46153846153846156,0,0.5,0,0,6,0,5.625,1,1,0.9730089
3271,357770465,19868533,Nicolás Kicker,Q19868533$6748da03-4eed-9b5d-a19e-46cba6ca54ff,,564,singles record,"""0–0""",,"""1-2""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0,1,1,0.0,0,0,3,1.0,1,1.0,0,3,3,0,3.0,0,0,0.94298834
3272,341466180,270441,Wenche Foss,Q270441$F1F0EFC0-0805-4BA7-A920-5D2922CAA737,,1015,NORAF ID,"""x90096302""",,"""90096302""",,string,UPDATE,PROPERTY_VALUE,human,"Norwegian diva, actress, singer, recording artist (1917–2011)",,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9959203
3286,1944632176,87560277,PMN J0811+0450,Q87560277$CAD8E2CE-0B4D-4B21-99D0-E4090C3E82FA,,3083,SIMBAD ID,"""PMN J0811+0450""",,"""BWE 0808+0500""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,1,2,2,0.0,0,0,8,0.5714285714285714,1,1.0,0,3,7,0,6.75,0,0,0.92726076
3289,231341381,62,San Francisco,description,,-2,description,"""combined city and county in California, USA""",,"""combined city and county in California, United States""",,string,UPDATE,PROPERTY_VALUE,"big city, charter city, charter city and county, city, city in the United States, consolidated city-county, sanctuary city","consolidated city and county in California, United States",,,re_formatting,,10,7,8,0.6666666666666666,0,0,10,0.18867924528301888,0,0.875,0,1,1,0,5.428571428571429,1,0,0.9993218
3290,143271371,11739,Lahore,description,,-2,description,"""Provinical capital of Punjab province and second largest city in Pakistan""",,"""capital city of the Pakistani province of Punjab""",,string,UPDATE,PROPERTY_VALUE,"administrative territorial entity, big city, border city, city, megacity, state capital","capital of the Punjab province, Pakistan",,,"refinement, rewording",,25,11,8,0.38461538461538464,0,0,50,0.684931506849315,0,0.7272727272727273,0,1,3,0,5.659090909090909,0,0,0.99318075
3291,2259761655,246091,Urban Hjärne,q246091$2ebd664e-4d8f-2310-b89c-8ba4c901cfce,,6394,ELNET ID,"""a11449184""",,"""11449184""",,string,UPDATE,PROPERTY_VALUE,human,"Swedish scholar, chemist and physicist (1641-1724)",,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99082595
3292,245813804,3863,asteroid,description,,-2,description,"""minor planets that are not comets""",,"""minor planet that is not comet""",,string,UPDATE,PROPERTY_VALUE,"astronomical object type, minor planet, small Solar System body",minor planet of the inner Solar System; not a comet,,,textual_change,"minor planet, small Solar System body",3,6,6,0.3333333333333333,0,0,5,0.15151515151515152,0,1.0,0,0,0,0,3.75,1,0,0.99312496
3300,176902656,2743,musical,description,,-2,description,"""form of theatre that combines songs, spoken dialogue, acting, and dance""",,"""work that combines songs, spoken dialogue, acting, and dance""",,string,UPDATE,PROPERTY_VALUE,"audiovisual work, musical drama, music genre, performing arts production, play, theatrical genre, type of dramatico-musical work","stage work that combines songs, music, spoken dialogue, acting, and dance",,,unrefinement,"audiovisual work, musical drama, performing arts production, play",11,11,9,0.6666666666666666,0,0,13,0.18309859154929578,0,0.8181818181818181,0,1,2,0,5.424242424242424,0,1,0.9952213
3302,991119397,19487,Millwall F.C.,description,,-2,description,"""English association football club""",,"""association football club in Bermondsey, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in London, England",,,"refinement, rewording",,15,4,6,0.42857142857142855,0,0,31,0.6458333333333334,0,0.6666666666666667,0,9,1,0,7.125,0,0,0.9808359
3304,1986858822,240425,Polisario Front,Q240425$5fc076b0-409d-8b02-abe8-83c8d5effa6a,,1705,native label,"""Frente Popular Revolucionario de Liberación de Saguía El Hamra y Río Oro""",,"""Frente Popular de Liberación de Saguía El Hamra y Río Oro""",,monolingualtext,UPDATE,PROPERTY_VALUE,"national liberation movement, political party",political and military organization,,,refinement,,15,12,11,0.9090909090909091,0,0,15,0.20833333333333334,0,0.9166666666666666,1,0,1,0,5.575757575757576,1,1,0.9950522
3309,320260202,236448,Dragon,label,,-1,label,"""Dragon capsule""",,"""Dragon""",,string,UPDATE,PROPERTY_VALUE,"cargo spacecraft, reusable spacecraft, space capsule, spacecraft model",reusable cargo spacecraft by SpaceX,,,unrefinement,"cargo spacecraft, reusable spacecraft, space capsule",8,2,1,0.5,0,1,8,0.5714285714285714,0,0.5,0,0,7,0,3.5,1,0,0.99415654
3316,764716311,141817,German Americans,label,,-1,label,"""German America""",,"""German Americans""",,string,UPDATE,PROPERTY_VALUE,"Central European Americans, diaspora or migration by origin and host country",ethnic group; Americans of German birth or descent,,,textual_change,Central European Americans,2,2,2,0.3333333333333333,1,0,2,0.125,0,1.0,0,1,0,0,3.0,1,0,0.99631
3322,1920882606,2983535,list of IARC Group 1 carcinogens,description,,-2,,"""Wikimedia list article""",,"""Human carcinogens.""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,4,3,2,0.0,0,0,20,0.9090909090909091,1,0.6666666666666667,0,8,7,0,8.0,0,0,0.92487115
3323,1508623598,2013,Wikidata,description,,-2,description,"""free knowledge database project""",,"""free knowledge base project""",,string,UPDATE,PROPERTY_VALUE,"crowdsourced project, knowledge base, knowledge graph, MediaWiki wiki, online database, open content, self-depicting entity, semantic wiki, sociotope, Wikibase instance, Wikimedia content project, wiki with script conversion",free multilingual online knowledge graph,,,unrefinement,,4,4,4,0.6,0,0,4,0.12903225806451613,0,1.0,0,0,0,0,5.125,1,1,0.9964626
3324,979454273,200194,Victoria Justice,description,,-2,description,"""American actress and singer""",,"""American actress""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,11,4,2,0.5,0,1,11,0.4074074074074074,0,0.5,0,0,2,0,5.125,1,0,0.9720099
3326,1936206510,3259989,Lotfi Double Kanon,description,,-2,description,"""rapper""",,"""rappe""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,1,1,0.0,0,1,1,0.16666666666666666,0,1.0,0,0,0,0,1.0,1,0,0.93596745
3339,1557516716,463560,Nina Pacari,Q463560$18743ec5-4546-4dab-986f-e9b14d9ae1fc,,18,image,"""Nina Pacari.jpg""",,"""Nina pacari RADIO CENTRO.png""",,string,UPDATE,PROPERTY_VALUE,human,Ecuadorian politician and judge,,,refinement,,13,2,4,0.2,0,0,15,0.5357142857142857,0,0.5,0,10,2,0,6.25,1,0,0.96787417
3342,1606476859,111233198,Alberto Boldorini,description,,-2,description,"""italian religious and scholar""",,"""Italian priest and scholar""",,string,UPDATE,PROPERTY_VALUE,human,Italian priest and scholar,,,refinement,,3,4,4,0.3333333333333333,0,0,8,0.27586206896551724,0,1.0,0,2,2,0,5.8125,0,1,0.9847103
3358,2047576699,243188,Riano,label,,-1,label,"""Riano, Lazio""",,"""Riano""",,string,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,unrefinement,,7,2,1,0.0,0,1,7,0.5833333333333334,0,0.5,0,0,4,0,2.5,1,0,0.9853603
3361,614166668,25413,Linköping,Q25413$416E6AF4-9F00-4937-9683-EF1B314D0A4E,,856,official website,"""novalue""",,"""http://www.linkoping.se/""",,string,UPDATE,PROPERTY_VALUE,"big city, ecclesiastical district, urban area in Sweden","city in Östergötland, Sweden",,,property_value_update,,17,1,1,0.0,0,0,21,0.875,1,1.0,0,19,3,0,21.0,0,0,0.9311178
3367,1746318470,111227971,Samuel B. Coe,description,,-2,description,"""American politician – Minnesota -- \""S.B.\"" House 1877 (District 18)""",,"""American physician and politician""",,string,UPDATE,PROPERTY_VALUE,human,American physician and politician,,,unrefinement,,33,10,4,0.16666666666666666,0,0,43,0.6515151515151515,0,0.4,0,3,21,0,7.15,1,0,0.88788354
3373,1593872451,111231730,"Monster, She Wrote: The Women Who Pioneered Horror & Speculative Fiction",description,,-2,description,"""book by Melanie A. Anderson and Lisa Kröger""",,"""book by Melanie R. Anderson and Lisa Kröger""",,string,UPDATE,PROPERTY_VALUE,written work,book by Melanie R. Anderson and Lisa Kröger,,,textual_change,,0,8,8,0.7777777777777778,0,0,1,0.023255813953488372,0,1.0,0,1,0,0,4.84375,1,1,0.9952096
3378,1179670970,30192,Greenwich Mean Time,Q30192$e94c984d-41f0-71a1-c86f-2aaa8957f572,,18,image,"""Greenwich clock.jpg""",,"""London, Greenwich, Royal Greenwich Observatory -- 2016 -- 4745-6-8.jpg""",,string,UPDATE,PROPERTY_VALUE,"time standard, time zone",time standard,,,refinement,,51,2,9,0.1111111111111111,0,0,54,0.7714285714285715,0,0.2222222222222222,0,30,1,0,8.222222222222221,0,1,0.93741024
3379,2026395311,16197,Lecce,label,,-1,label,"""Province of Lecce""",,"""Pprovince of Lecce""",,string,UPDATE,PROPERTY_VALUE,province of Italy,province of Italy,,,textual_change,,1,3,3,0.5,0,0,1,0.05555555555555555,0,1.0,0,1,0,0,4.333333333333333,0,1,0.966532
3383,168828366,31919,Vitali Klitschko,Q31919$78159BF6-06F2-47EB-A874-4DE350C89056,,18,image,"""Vitali Klitschko 2009 01 27.jpg""",,"""2014-09-12 - Vitali Klitschko - 9019.jpg""",,string,UPDATE,PROPERTY_VALUE,human,Ukrainian boxer and politician (1971-),,,"unrefinement, property_value_update",,9,5,6,0.25,0,0,20,0.5,0,0.8333333333333334,0,5,1,0,6.3,0,1,0.9951425
3384,1772170139,3250255,East Bengal Regiment,description,,-2,description,"""Infantry regiment of the Bangladesh Army""",,"""infantry regiment of the Bangladesh Army""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,6,6,0.7142857142857143,0,0,0,0.0,0,1.0,0,0,1,0,5.972222222222222,0,1,0.9959495
3387,1156274342,48862,Aldershot Town F.C.,description,,-2,description,"""English association football club""",,"""association football club in Aldershot, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Aldershot, England",,,"refinement, rewording",,14,4,6,0.42857142857142855,0,0,30,0.6382978723404256,0,0.6666666666666667,0,6,0,0,6.958333333333333,0,0,0.99580705
3396,2259753410,159551,Ignaz Moscheles,q159551$b7c61613-426f-d2cf-36da-8cd5a1702e69,,6394,ELNET ID,"""a12208693""",,"""12208693""",,string,UPDATE,PROPERTY_VALUE,human,"Bohemian conductor, music educator, composer and pianist (1794–1870)",,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99684185
