,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
3255,832062095,19874186,Karilyn Brown,Q19874186$FBE0496D-4452-490E-9B26-E252DF7EDA18,,569,date of birth,"""+1947-00-00T00:00:00Z""",,"""+1947-09-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,292,0,0,0,0,1,0,1,0,0.98977757
3257,924774899,428490,Seungri,Q428490$28F69766-4000-4855-B002-D848CEDE6A80,,569,date of birth,"""+1990-12-12T00:00:00Z""",,"""+2001-12-12T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"South Korean former singer, member of Big Bang",,,property_value_update,,4017,0,0,0,0,0,0,0,0,0.9980269
3259,2161613850,272277,Bathsheba,Q272277$e8510c5d-442d-5a64-1316-8cbdad33e71b,,569,date of birth,"""+30497-00-00T00:00:00Z""",,"""-1009-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"human biblical figure in 2 Samuel:11:2, Biblical figure",,,property_value_update,,11507566,0,0,0,0,0,0,0,0,0.99303955
3263,254463068,277444,Heydar Ghiai,Q277444$DD6C7ECA-9865-403C-A206-520A6EDEFD6B,,569,date of birth,"""+1922-01-01T00:00:00Z""",,"""+1922-10-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Iranian architect,,,refinement,,295,0,0,1,0,1,0,1,0,0.99634445
3266,1023762305,365463,Cornelis Drebbel,Q365463$1D648D5D-69BF-444C-8425-FA11902A0F56,,570,date of death,"""+1633-11-07T00:00:00Z""",,"""+1633-11-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Dutch inventor and submarine pioneer,,,property_value_update,,10,0,0,0,0,0,0,0,0,0.99534804
3273,271092213,236921,Juana Enríquez,Q236921$BFF7D99A-9DB8-4D06-B198-5A1019A2D2E6,,569,date of birth,"""+1425-01-01T00:00:00Z""",,"""+1425-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Aragonese queen,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9907042
3274,1427100467,270670,Abraham ibn Ezra,Q270670$7b2698d5-4e0b-c4e6-a471-85acd379ebbd,,570,date of death,"""+1864-01-28T00:00:00Z""",,"""+1164-01-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,12th-century Sephardic rabbi and astrologer,,,property_value_update,,255675,0,0,0,0,0,0,0,0,0.9922694
3275,1209153512,66643,Altmann of Passau,Q66643$8668449B-78A8-4861-91B8-C9ED5C2269CD,,569,date of birth,"""+1015-01-01T00:00:00Z""",,"""+1015-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German bishop,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99141216
3277,1127055284,133566,Giuseppe Meazza Stadium,Q133566$7CB25B76-56EB-46C0-978B-6BDC732A2E3F,,1619,date of official opening,"""+1926-09-19T00:00:00Z""",,"""+1926-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,multi-purpose sports venue,"multisport venue in Milan, Italy",,,unrefinement,,292,0,0,0,0,0,1,0,1,0.9986157
3279,1074229580,36303,Thales,Q36303$3c7f08d3-47da-af86-74db-5dea8cfdc99a,,569,date of birth,"""+624-00-00T00:00:00Z""",,"""-624-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,ancient Greek philosopher and mathematician,,,re_formatting,,455832,1,0,0,0,0,0,0,0,0.99546325
3280,1125307890,178897,Latin Empire,Q178897$771A2A0E-034B-4F47-A9C7-2F7A294D95BC,,576,"dissolved, abolished or demolished date","""+1261-01-01T00:00:00Z""",,"""+1261-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Crusader states, historical country",feudal Crusader state founded by the leaders of the Fourth Crusade on lands captured from the Byzantine Empire,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9966992
3281,810095678,371921,Basilica of Maxentius,Q371921$e1f89107-4582-9a6e-230d-9f3fc37a0d66,,571,inception,"""+314-00-00T00:00:00Z""",,"""+312-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"archaeological site, civil basilica","ancient building in the Roman Forum, Rome",,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9959233
3284,1755093198,315716,Stuppach Madonna,Q315716$F1789002-67C7-4D4B-BE58-B3980C181834,,571,inception,"""+1514-01-01T00:00:00Z""",,"""+1514-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,painting,painting by Matthias Grünewald,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99111557
3285,908399554,12154,Tutankhamun,q12154$9839f1b7-4aff-c7ce-b95d-c52187e55e84,,569,date of birth,"""+1341-00-00T00:00:00Z""",,"""-1341-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,14th century BCE (18th dynasty) Egyptian pharaoh,,,re_formatting,,979600,1,0,0,0,0,0,0,0,0.9971541
3293,681405096,284295,Dihya,Q284295$20CA8E48-94D7-4E10-A09E-FFB042A834B8,,570,date of death,"""+701-01-01T00:00:00Z""",,"""+601-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Algerian Amazigh queen,,,property_value_update,,36556,0,0,0,0,0,1,0,1,0.98833156
3295,582176145,465890,Kate Morton,Q465890$DD3D56C1-F8EE-4ABA-933D-ACF89FDFF706,,569,date of birth,"""+1976-01-01T00:00:00Z""",,"""+1976-07-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Australian novelist,,,refinement,,200,0,0,1,0,1,0,1,0,0.9965246
3298,2130500136,220976,Thomas à Kempis,Q220976$4F69DD4A-414A-45C4-93AB-4B985520E137,,569,date of birth,"""+1379-01-01T00:00:00Z""",,"""+1379-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German canon regular,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99328256
3303,629428237,139194,Constantine Leichoudes,Q139194$266F35B2-7A98-47D7-B058-BE688D580304,,570,date of death,"""+1063-01-01T00:00:00Z""",,"""+1063-08-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Patriarch of Constantinople,,,refinement,,221,0,0,1,0,1,0,1,0,0.9941832
3305,1768114439,320522,Vladimir Adlerberg,Q320522$BF5807B1-442F-4D59-AD39-EBFAC7DAF383,,569,date of birth,"""+1791-11-10T00:00:00Z""",,"""+1791-11-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian politician (1791-1884),,,property_value_update,,8,0,0,0,0,0,0,0,0,0.9978494
3310,2040845474,12312,Franklin Pierce,q12312$8964B1B3-23AB-4943-B15E-1F99F8573495,,569,date of birth,"""+1801-11-23T00:00:00Z""",,"""+1454-11-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,president of the United States from 1853 to 1857,,,property_value_update,,126741,0,0,0,0,0,0,0,0,0.9931539
3311,2112284308,8766,British Airways,Q8766$C913F87F-0015-42B5-9C3E-9082E903DE32,,2031,work period (start),"""+1974-03-30T00:00:00Z""",,"""+1974-04-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"airline, public company",flag carrier airline of the United Kingdom,,,property_value_update,,59,0,0,0,0,0,0,0,0,0.9932207
3313,1144255102,102640,Georg Hartmann,Q102640$1BD71AA2-D0AB-46FB-A8C6-BA38B1183CDE,,569,date of birth,"""+1489-01-01T00:00:00Z""",,"""+1489-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,astronomer and inventor,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9947746
3315,1047525236,153546,Augustiner Bräu,Q153546$00E212C9-208A-4AA6-921B-DC889AEABD77,,571,inception,"""+1328-01-01T00:00:00Z""",,"""+1328-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"brewery, trademark","Brewery in Munich, Germany",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9973237
3319,1321344719,10261,Pythagoras,Q10261$0ff5cb3f-4daa-e556-0068-8c6886cb54b1,,569,date of birth,"""+580-00-00T00:00:00Z""",,"""-580-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Greek philosopher and mathematician (c. 570 – c. 495 BC),,,re_formatting,,423690,1,0,0,0,0,0,0,0,0.9968076
3320,1655799213,355672,Boris Yefimov,q355672$5C41FFA0-EA05-434A-B474-97DBD9DB667C,,569,date of birth,"""+1001-01-01T00:00:00Z""",,"""+1900-09-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Soviet and Russian political and propaganda artist (1900-2008),,,property_value_update,,328629,0,0,0,0,1,0,1,0,0.9961858
3321,1494646744,141753,William Roper,Q141753$2FDA88E6-1DC4-4E33-9369-A6419636D061,,569,date of birth,"""+1496-01-01T00:00:00Z""",,"""+1496-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"English biographer of his father-in-law, Sir Thomas More",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99751574
3327,1668896939,250107,Mr. Majestyk,Q250107$4E0CD6A0-4BB7-4DDB-96FE-7EE1A8113C1F,,577,publication date,"""+1974-01-01T00:00:00Z""",,"""+1974-06-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,1974 film by Richard Fleischer,,,refinement,,157,0,0,1,0,1,0,1,0,0.9976415
3329,2325116808,314006,Guy Mollet,Q314006$5C2655B7-2B43-45F7-8638-47F9FA147F0C,,569,date of birth,"""+1905-01-01T00:00:00Z""",,"""+1905-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French politician (1905-1975),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9970803
3333,1752836646,168088,Orlov,Q168088$7C3E4996-04DB-4473-BE75-12E94862F844,,571,inception,"""+1459-01-01T00:00:00Z""",,"""+1459-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, city or town",town in Russia,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99611735
3335,282548652,28928,Decebalus,Q28928$EFFA6CDC-0B37-4D88-BCF5-6CF1F9BAC83A,,570,date of death,"""+106-01-01T00:00:00Z""",,"""+106-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,king of Dacia,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9911661
3337,249441823,379991,Valerius Maximus,Q379991$c00801a3-4ffd-e1cd-8cbd-c720ac35dbb2,,569,date of birth,"""+100-00-00T00:00:00Z""",,"""-100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"early 1st century AD Roman professional rhetorician, historian and author",,,re_formatting,,73050,1,0,0,0,0,0,0,0,0.9976636
3346,640649298,273671,Seneca the Elder,Q273671$074283B8-401C-471F-B621-DC1F4657C3AE,,570,date of death,"""+39-01-01T00:00:00Z""",,"""+39-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Roman scholar, writer and historian (54 BC-c.39 AD)",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99726725
3350,1521616228,5409,Peire Rogier,Q5409$FD5A31CE-04E1-4D26-99C0-B203970579B2,,569,date of birth,"""+1145-01-01T00:00:00Z""",,"""+1145-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French troubadour,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99083865
3353,1798063911,1016,Libya,Q1016$DFE9D728-04B8-48B0-84DE-BD814E580C51,,571,inception,"""+1951-12-24T00:00:00Z""",,"""+1551-08-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, sovereign state",sovereign state in North Africa,,,property_value_update,,146230,0,0,0,0,0,0,0,0,0.9852928
3354,2335179445,133822043,Ritva Takkinen,Q133822043$2028aed6-4e0f-c8a8-19bc-568c874ee183,,569,date of birth,"""+1954-11-09T00:00:00Z""",,"""+1954-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,343,0,0,0,0,0,1,0,1,0.988294
3355,1807661531,451733,Boris Weisfeiler,Q451733$F25D60E7-D3A6-4E29-B81E-20C88BB3CF06,,569,date of birth,"""+1942-01-01T00:00:00Z""",,"""+1941-04-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian mathematician,,,property_value_update,,474,0,0,0,0,1,0,1,0,0.9954835
3366,1503412641,277457,9 Songs,Q277457$E1F64A84-A2AB-440F-8B57-30267DAC05A3,,577,publication date,"""+2004-01-01T00:00:00Z""",,"""+2004-05-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,2004 film by Michael Winterbottom,,,refinement,,136,0,0,1,0,1,0,1,0,0.9975061
3368,283356068,51680,Annas,Q51680$9DF42247-B8F9-4BCC-B25F-E741A33A92C4,,569,date of birth,"""-100-01-01T00:00:00Z""",,"""+22-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,1st century CE High Priest of the Roman province of Iudaea,,,property_value_update,,44591,0,0,0,0,0,1,0,1,0.99567145
3374,996704024,376010,Wu Xinxiong,Q376010$434E4BD3-166D-4EDA-9FEE-4FC73F4B560E,,569,date of birth,"""+1949-01-01T00:00:00Z""",,"""+1949-10-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chinese politician,,,refinement,,303,0,0,1,0,1,0,1,0,0.9954425
3382,2127833595,221125,William Dampier,Q221125$2F3A7FE1-EE0D-48FE-A594-3BEF8266FD15,,569,date of birth,"""+1652-00-00T00:00:00Z""",,"""+1651-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British pirate and explorer (1651-1715),,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9949044
3385,807969227,393557,Železničná spoločnosť Slovensko,Q393557$3D665DEF-E2BD-4BCE-834F-E43DA294F8BE,,571,inception,"""+2005-00-00T00:00:00Z""",,"""+2004-12-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"business, company, enterprise, railway undertaking",Slovak passenger rail transport company,,,property_value_update,,743,0,0,0,0,1,0,1,0,0.9978733
3391,1314740106,318060,Henri Salvador,Q318060$3D1E28BA-73FB-4391-A7E1-299BBF3A9E94,,2031,work period (start),"""+2008-00-00T00:00:00Z""",,"""+1933-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French Caribbean recording artist; singer, songwriter (1917-2008)",,,property_value_update,,27393,0,0,0,0,0,0,0,0,0.9961922
3393,1822533875,377401,Jiang Daming,Q377401$A42089C2-F1AA-4429-8CD0-225141D0DA29,,569,date of birth,"""+1953-01-01T00:00:00Z""",,"""+1953-03-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chinese politician,,,refinement,,60,0,0,1,0,0,0,1,0,0.99653214
3398,1157332727,3263171,Louis Thibaudet,Q3263171$42E29B73-6957-4375-AACE-5AAEAF8D3324,,569,date of birth,"""+1901-00-00T00:00:00Z""",,"""+1901-04-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,140,0,0,0,0,1,0,1,0,0.98161745
3400,851445059,334064,Neresheim Abbey,Q334064$F13CA05A-30CA-45C5-9090-E9DF437DA2A6,,571,inception,"""+1764-01-01T00:00:00Z""",,"""+1095-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"abbey, monastery, nonprofit organization, religious community",abbey in Germany,,,property_value_update,,244383,0,0,0,0,0,1,0,1,0.99416864
3401,921053690,202229,Hinako Ashihara,Q202229$084790AD-93B0-4AD6-BD08-CAC0FDE9C604,,569,date of birth,"""+1974-01-29T00:00:00Z""",,"""+1974-01-25T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Japanese manga artist (1974–2024),,,property_value_update,,4,0,0,0,0,0,0,0,0,0.9981372
3402,1913650695,326403,Gottfried von Strassburg,Q326403$67842A29-27E7-4EF0-8AEC-CE383283DE0A,,570,date of death,"""+1215-01-01T00:00:00Z""",,"""+1215-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,medieval German poet,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9956713
3404,854065219,214178,Nablus,Q214178$54d33ce5-4a83-a3e5-b018-af54632f70f6,,571,inception,"""+72-00-00T00:00:00Z""",,"""+2020-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,city,"city in the West Bank, State of Palestine",,,property_value_update,,711507,0,0,0,0,0,0,0,0,0.9925148
3407,2329779689,133503008,Joe Fenner,Q133503008$56401D44-E119-4F46-AF10-5FC907EE6F35,,577,publication date,"""+1920-08-00T00:00:00Z""",,"""+1920-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,243,0,0,0,0,0,0,0,1,0.9661176
3408,853736261,77535,Friedlieb Ferdinand Runge,Q77535$24AB0E1F-9018-4AA3-8CDC-A6A1F18738A3,,569,date of birth,"""+1794-02-08T00:00:00Z""",,"""+1795-02-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German chemist (1794–1867),,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9962651
3414,410356084,261898,2002 Australian Open,Q261898$d003431d-4d99-59d5-f9a1-1f17d49fb658,,582,end time,"""+2002-01-28T00:00:00Z""",,"""+2002-01-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Australian Open, tennis tournament edition",2002 Australian Open Tennis Championships,,,property_value_update,,1,0,0,0,0,0,0,0,0,0.99705744
3415,667276949,164079,Kingdom of Hanover,Q164079$DA52542C-9C9B-4203-ADDE-6F4FA19501D5,,576,"dissolved, abolished or demolished date","""+1866-01-01T00:00:00Z""",,"""+1866-09-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical country, kingdom, sovereign state, state of the German Confederation 1815–1848 & 1850–1866",German kingdom established in 1814,,,refinement,,262,0,0,1,0,1,0,1,0,0.99884444
3417,2054940844,385896,Ōshikōchi no Mitsune,Q385896$6C0FD83C-4D9D-4C7D-88B0-6F3C2A12C1DB,,570,date of death,"""+1000-01-01T00:00:00Z""",,"""+925-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Japanese writer,,,property_value_update,,27424,0,0,0,0,0,1,0,1,0.98997205
3421,1055046517,91254,Gisilher,Q91254$3004758C-AE0B-4C7D-9C10-EAFC042A48FF,,569,date of birth,"""+1000-01-01T00:00:00Z""",,"""+1000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Archbishop of Magdeburg from 981 to 1004,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9945779
3426,1518201592,465591,Palace of Europe,Q465591$164C78F8-3EDD-4F02-9843-9CA1FB8A50CD,,571,inception,"""+1977-00-00T00:00:00Z""",,"""+1970-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,parliament building,"parliament building in Strasbourg, France",,,property_value_update,,2556,0,0,0,0,0,0,0,0,0.9953824
3429,1652199011,5119635,Cien Sonetos de Amor,Q5119635$BCC9484E-080D-4DF7-8597-EC0C79273171,,577,publication date,"""+1959535246463543-00-00T00:00:00Z""",,"""+1959-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,715720248770093568,0,0,0,0,0,0,0,0,0.98476875
3433,2325106336,467935,Sarah Fielding,Q467935$A526AC70-6CB6-4E2C-B853-116DB763AF31,,569,date of birth,"""+1708-01-01T00:00:00Z""",,"""+1708-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British writer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9928552
3439,1752274786,3085,Reutlingen,Q3085$B60C0382-E829-41A6-8EED-5D21D0BC89A9,,571,inception,"""+1240-01-01T00:00:00Z""",,"""+1240-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"big city, district capital, Greater district town in Baden-Württemberg, urban municipality in Germany","city in Baden-Württemberg, Germany",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99889404
3440,831516746,19874642,Andrea Jenkyns,Q19874642$DD9EC574-668D-4990-8AD2-0AEFAF71567D,,569,date of birth,"""+1974-00-00T00:00:00Z""",,"""+1974-06-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,198,0,0,0,0,1,0,1,0,0.985461
3443,830826227,19873048,James Francis Dwyer,Q19873048$ECCA8D23-40EE-439B-976D-ABF31C01908B,,570,date of death,"""+1952-00-00T00:00:00Z""",,"""+1952-11-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,345,0,0,0,0,1,0,1,0,0.9883224
3446,1581112913,36456,Hannibal,q36456$2D6F92D0-5A68-4FE7-8256-68436E97507E,,569,date of birth,"""+247-00-00T00:00:00Z""",,"""-247-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Carthaginian general (247–183/181 BC),,,"refinement, re_formatting",,180464,0,0,0,0,1,0,1,0,0.99491894
3452,1746334679,2984368,Color TV-Game Racing 112,Q2984368$85f216bd-4782-f2f7-3221-6d3093d9ef8d,,577,publication date,"""+1978-06-00T00:00:00Z""",,"""+1978-06-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,"dedicated console, home video game console",8,0,0,0,0,1,0,0,0,0.9982886
3466,1752825338,152863,Burg Coraidelstein,Q152863$7663680A-0BC5-4D18-937C-58374A9F5B13,,571,inception,"""+960-01-01T00:00:00Z""",,"""+960-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,castle,castle,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9776978
3468,2047701763,174550,Achille Lemot,Q174550$19B8FFD2-EE76-413C-97BF-42D461E9E71C,,570,date of death,"""+1909-09-20T00:00:00Z""",,"""+1909-09-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French caricaturist (1846-1909),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.9960362
3470,2337228692,290376,1971 Australian Open,Q290376$83bc9518-4620-34ba-5f9d-3a5bc2faa302,,582,end time,"""+1971-01-14T00:00:00Z""",,"""+1971-03-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Australian Open, tennis tournament edition",1971 Australian Open Tennis Championships,,,property_value_update,,60,0,0,0,0,0,0,1,0,0.9976991
3477,1231617774,368127,Elena Ferrante,Q368127$5b5bd3c9-4f32-49e1-a36f-94c91b87bd65,,569,date of birth,"""+1943-01-01T00:00:00Z""",,"""+1944-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"human, pseudonym",pseudonymous Italian writer,,,property_value_update,,396,0,0,0,0,0,1,0,1,0.9957098
3478,477926147,9232,Jainism,Q9232$5caf3245-420c-e8ac-fb0e-3afb4e89c4bb,,571,inception,"""+84000000000-00-00T00:00:00Z""",,"""-84000000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,religion,Indian religion,,,re_formatting,religion,61362000000000,1,0,0,0,0,0,0,0,0.99108595
3481,1540047706,48514,Sesshū Tōyō,Q48514$5155D2E2-2113-42A9-ACBC-EEA22809CFD5,,570,date of death,"""+1506-08-18T00:00:00Z""",,"""+1506-08-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Japanese artist (1420-1506),,,property_value_update,,8,0,0,0,0,0,0,0,0,0.9941754
3484,1571960716,239823,Chantal Akerman,Q239823$908F1AED-EA80-46AF-9FD8-352A54404BEF,,2031,work period (start),"""+2015-00-00T00:00:00Z""",,"""+1968-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Belgian film director (1950–2015),,,property_value_update,,17166,0,0,0,0,0,0,0,0,0.99567735
3486,966998731,2991742,Concierto Andaluz,Q2991742$32ffbd12-470d-c7b6-4978-d5638eb50438,,571,inception,"""+1967-11-18T00:00:00Z""",,"""+1967-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,352,0,0,0,0,0,1,0,1,0.98597825
3488,385669704,134929,Pindar,q134929$5cd34595-4848-91ae-8ad0-b2bd8bae9290,,569,date of birth,"""-517-01-01T00:00:00Z""",,"""-517-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ancient Greek lyric poet,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99460804
3489,271377944,247106,Li Yuansu,Q247106$E210328C-EAA9-41EA-91CB-AD8C04186FB3,,570,date of death,"""+696-01-01T00:00:00Z""",,"""+696-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Tang Dynasty chancellor,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9923103
3493,737492683,336835,The Adventures of Pinocchio,Q336835$382fac5d-4fc6-d1ed-1690-0d97dc4d12a2,,577,publication date,"""somevalue""",,"""+1996-10-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,1996 animated film directed by Steve Barron,,,property_value_update,,1000,0,0,0,0,0,0,0,0,0.99134934
3494,2177444421,77354,Johannes Widmann,Q77354$65139995-66B1-429D-8C27-159762055CDC,,570,date of death,"""+1505-01-01T00:00:00Z""",,"""+1505-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German mathematician,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.992746
3500,1200880601,40971,Packard,Q40971$6FC2B7AE-12B3-401A-AB77-04FCB32BF7AA,,576,"dissolved, abolished or demolished date","""+1958-00-00T00:00:00Z""",,"""+2000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"automobile manufacturer, business",defunct automotive manufacturer,,,property_value_update,,15340,0,0,0,0,0,0,0,0,0.99258995
3511,394610935,868,Aristotle,Q868$E65C543F-5565-4997-9D59-114B5AB99E6A,,570,date of death,"""-322-01-01T00:00:00Z""",,"""-322-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,4th-century BCE Classical Greek philosopher and polymath,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9932358
3518,780107414,111945,Lukas Fugger,Q111945$25DAF6CF-F623-49D0-8067-DD84C7EB0AED,,570,date of death,"""+1494-01-01T00:00:00Z""",,"""+1494-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German businessman (1439-1494),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9920416
3519,1578204531,286436,Al-Qaeda insurgency in Yemen,Q286436$864B17C0-D52B-41EA-B2D7-9F5D92D23978,,580,start time,"""+1988-12-30T00:00:00Z""",,"""+1998-12-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,conflict,ongoing conflict,,,property_value_update,,3652,0,0,0,0,0,0,0,0,0.99630296
3527,465465282,68499,Friedrich von Hausen,Q68499$5D985D3A-6339-4717-BDC9-444B3EE17C6A,,569,date of birth,"""+1150-01-01T00:00:00Z""",,"""+1150-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German composer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99243903
3528,1824760707,467094,Oumou Sangaré,Q467094$CAB288E2-A1C4-4EFA-A543-D47252CCB9A9,,569,date of birth,"""+1713-02-02T00:00:00Z""",,"""+1968-02-25T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Malian singer,,,property_value_update,,93161,0,0,0,0,0,0,0,0,0.99201226
3530,87782510,95323,Victor Janson,Q95323$F574AA9D-9CDB-44A3-B1FB-7CBE00024817,,570,date of death,"""+1960-01-01T00:00:00Z""",,"""+1960-06-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German actor (1884-1960),,,refinement,,180,0,0,1,0,1,0,1,0,0.9964088
