,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,full_cosine_similarity,label_cosine_similarity,description_cosine_similarity,new_value_part_of_old_value,old_value_part_of_new_value,new_value_subclass_old_value,old_value_subclass_new_value,new_value_has_parts_old_value,old_value_has_parts_new_value,new_value_located_in_old_value,old_value_located_in_new_value,new_value_is_metaclass_for_old_value,old_value_is_metaclass_for_new_value
2545,1647622275,279803,Rosalia Nghidinwa,Q279803$888CAE6A-D708-4900-BAD7-60FAF9D3660B,,19,place of birth,"""Q953068""",South-West Africa,"""Q918461""",Nkurenkuru,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Namibian politician (1952-2018),city in Namibia,"former country, a mandate of South Africa",refinement,,7,2,1,0.0,0,0,14,0.8235294117647058,1,0.5,0,0.9551974,0.43480337,0.4310818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,2037472234,81884,Princess Caroline's Battery,Q81884$bbdb5b7c-4af5-0ebb-a71c-f673312e1358,,31,instance of,"""Q57821""",fortification,"""Q56344492""",artillery battery,wikibase-entityid,UPDATE,PROPERTY_VALUE,artillery battery,gun battery on the Rock of Gibraltar,type of military facility for a fortification,military constructions and buildings designed for defense in warfare and military bases,property_value_update,,4,1,2,0.0,0,0,13,0.7647058823529411,1,0.5,0,0.9842189,0.252526,0.6357622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,632215703,20912,The Galileo Seven,Q20912$E8AE9570-55E0-4FAE-BAD0-3008A0F4C591,,840,narrative location,"""Q18043309""",Star Trek universe,"""Q48976127""",Murasaki 312,wikibase-entityid,UPDATE,PROPERTY_VALUE,"Star Trek episode, television series episode",16th episode of the first season of Star Trek: The Original Series,fictional astronomic object,fictional universe,property_value_update,,6,3,2,0.0,0,0,15,0.8333333333333334,1,0.6666666666666667,0,0.9578791,0.09347001,0.48603716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,1805842585,144454,Tatranská Lomnica,Q144454$CF6747BC-0794-496E-AF89-E11B6C9E950B,,31,instance of,"""Q3257686""",locality,"""Q2983893""",quarter,wikibase-entityid,UPDATE,PROPERTY_VALUE,"quarter, ski resort, tourist attraction, tourist destination",part of the town of Vysoké Tatry in Slovakia; ski resort,"division or section, region or part of a town, city or municipality, which may be an administrative unit",place of human settlement,refinement,,1,1,1,0.0,0,0,7,0.875,1,1.0,0,0.9627601,0.060191542,0.134511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,1873418901,253564,Palace Moravia,Q253564$bf826848-4ddc-5e7e-89eb-25c542bed714,,31,instance of,"""Q16560""",palace,"""Q41176""",building,wikibase-entityid,UPDATE,PROPERTY_VALUE,"movie theater, multifunctional building",architectural structure,"structure, typically with a roof and walls, standing more or less permanently in one place","grand residence, especially a royal or episcopal residence",unrefinement,,2,1,1,0.0,0,0,7,0.875,1,1.0,0,0.9327568,0.3780117,0.16411504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,21966346,1156,Mumbai,q1156$581C9C80-84C8-494A-A601-83358D4B8DD6,,31,instance of,"""Q5119""",capital city,"""Q515""",city,wikibase-entityid,UPDATE,PROPERTY_VALUE,"megacity, provincial capital, city, locality, metropolis, business cluster, largest city","capital city in Maharashtra, India",large human settlement,"primary governing city of a top-level (country) or first-level and second-level subdivision (country, state, province, regency, etc) political entity",unrefinement,,8,2,1,0.5,0,1,8,0.6666666666666666,0,0.5,0,0.96223766,0.7764356,0.14900914,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,560516793,231556,Alexandra Daddario,Q231556$36ED7B06-6DD8-40B2-8C6E-90BAC7DDAE28,,551,residence,"""Q65""",Los Angeles,"""Q649""",Moscow,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American actress (born 1986),capital and most populous city of Russia,"largest city in California, United States",property_value_update,,5,2,1,0.0,0,0,9,0.8181818181818182,1,0.5,0,0.8559829,0.44328845,0.3462835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,1781953095,261856,STS-106,Q261856$0283FF66-C006-4C0D-B58B-9AF7F8449ABF,,1427,start point,"""Q845774""",Kennedy Space Center Launch Complex 39,"""Q24256506""",Kennedy Space Center Launch Complex 39B,wikibase-entityid,UPDATE,PROPERTY_VALUE,human spaceflight,human spaceflight,launch pad at Kennedy Space Center Launch Complex 39,"rocket launch site at Kennedy Space Center in Florida, USA",refinement,,1,6,6,0.7142857142857143,1,0,1,0.02564102564102564,0,1.0,0,0.9580127,0.9847994,0.6768587,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2615,2214966381,97704,Anna-Katharina Samsel,Q97704$A3F72B1B-31D6-4DDF-9A4D-00169CEA9502,,735,given name,"""Q50265495""",Anna-Katharina,"""Q116234117""",Anna-Katharina,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German actress,female given name,female given name,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.99130696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,1041888777,462202,Ben Sigmund,Q462202$66FDAEA1-2055-44B4-A058-9292C6F0B08F,,413,position played on team / speciality,"""Q336286""",defender,"""Q268258""",centre-back,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,New Zealand footballer,association football position,association football position,property_value_update,,3,1,1,0.0,0,0,9,0.8181818181818182,1,1.0,0,0.9888233,0.45280942,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2626,647419239,310275,Frankie Muniz,Q310275$34740BAC-A120-4C7B-856A-16086F48BCDC,,106,occupation,"""Q2405480""",voice actor,"""Q33999""",actor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American actor,"person who acts in a dramatic or comic production and works in film, television, theatre, or radio","person who provides voice-overs for a character in films, animation, video games, or in other media",unrefinement,,6,2,1,0.5,0,1,6,0.5454545454545454,0,0.5,0,0.9399142,0.79360366,0.619075,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2641,2202510568,104310,Peter Ligendza,Q104310$8457228C-C8F7-44AF-BD0E-C51066930B00,,19,place of birth,"""Q731805""",Jauer/Jawora,"""Q10710048""",Jauer/Jawora,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German conductor and musician,human settlement in Germany,city and urban gmina of Poland,link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.95874655,1.0,0.23975363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,1990472349,8229,Latin script,Q8229$833f5a51-4484-2e9d-a38e-0f16af2219c6,,31,instance of,"""Q119520394""",type of writing system,"""Q8192""",writing system,wikibase-entityid,UPDATE,PROPERTY_VALUE,"natural writing system, writing system","writing system used to write most Western, Northern and Central European languages",any conventional method of visually representing verbal or signed communication,Wikidata metaclass for writing systems,refinement,alphabetic writing system,8,4,2,0.5,0,1,8,0.36363636363636365,0,0.5,0,0.93231785,0.91216636,0.102518536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2647,1841206687,369385,rural community of Senegal,q369385$715dcca4-4303-53d4-6e9f-5db86fbc4288,,279,subclass of,"""Q3502496""",administrative territorial entity of Senegal,"""Q56061""",administrative territorial entity,wikibase-entityid,UPDATE,PROPERTY_VALUE,"administrative territorial entity, administrative territorial entity of Senegal, fourth-level administrative division, local authority",fourth-level administrative divisions in Senegal,"territorial entity for administration purposes, with or without its own local government",,unrefinement,"administrative territorial entity, fourth-level administrative division, local authority",11,5,3,0.6,0,1,11,0.25,0,0.6,0,0.99494135,0.6044803,-0.0013619331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,1541785574,284585,Al-Wathiq,Q284585$24B48125-2C16-4E63-9DD1-CE7110D4CD03,,53,family,"""Q12536""",Abbasid Caliphate,"""Q4437641""",Abbasids,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,9th Abbasid Caliph (r. 812–847),Muslim Hijaz dynasty,third Islamic caliphate (750–1258),property_value_update,,9,2,1,0.0,0,0,10,0.5882352941176471,1,0.5,0,0.9339937,0.8004638,0.4805953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,6769549,314016,Andrew Fisher,q314016$84A92CD9-7D79-4231-9364-58E49090A53C,,102,member of political party,"""Q781552""",Australian Labor Party (Non-Communist),"""Q216082""",Australian Labor Party,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Australian politician, fifth Prime Minister of Australia (1862-1928)",federal political party in Australia,political party in Australia,unrefinement,,16,4,3,0.75,0,1,16,0.42105263157894735,0,0.75,0,0.988235,0.90269536,0.91713655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,97570496,160726,Ang Lee,Q160726$cf79329b-48d7-6b17-f42f-e0fe12a50698,,166,award received,"""Q180675""",84th Academy Awards,"""Q19020""",Academy Awards,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Taiwanese film director, screenwriter and  producer (born 1954)",annual awards for cinematic achievements,American movie award ceremony,unrefinement,,5,3,2,0.6666666666666666,0,1,5,0.2631578947368421,0,0.6666666666666667,0,0.98947537,0.7597515,0.6788399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,1173930093,58036,Ilse Koch,q58036$816F0BEF-2FE4-4379-81D7-C7166265AF9B,,20,place of death,"""Q1714348""",Justizvollzugsanstalt Aichach,"""Q251678""",Aichach,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"German war criminal, wife of camp commandant Karl-Otto Koch",municipality of Germany,,link_change,,22,2,1,0.5,0,1,22,0.7586206896551724,0,0.5,0,0.9670891,0.6778981,0.12806424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2673,711064782,312961,John Franklin Enders,Q312961$9BD74657-7DD2-4224-A860-724CBBC06B8A,,106,occupation,"""Q901""",scientist,"""Q593644""",chemist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American medical researcher (1897-1985),scientist trained in the study of chemistry,person who use scientific methods to study in an area of interest,refinement,,2,1,1,0.0,0,0,4,0.4444444444444444,1,1.0,0,0.9603475,0.64150757,0.6181054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,11830922,299737,Mandukhai Khatun,q299737$D37E5825-6AAD-4660-B52E-D33D71B2B514,,21,sex or gender,"""Q43445""",female organism,"""Q6581072""",female,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Mongolian politician (1449-1510),to be used in sex or gender (P21) to indicate that the human subject is a female or semantic gender (P10339) to indicate that a word refers to a female person,organism of the female sex,link_change,,9,2,1,0.5,0,1,9,0.6,0,0.5,0,0.9414869,0.612442,0.4617648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,8160696,41,Greece,q41$6C6519F2-2137-455A-98CE-7ECAFE6C26F6,,47,shares border with,"""Q8241""",Category:Bulgaria,"""Q219""",Bulgaria,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, member state of the European Union, Rechtsstaat, social state, sovereign state, state, unitary state",country in Southeast Europe,country in Southeast Europe,Wikimedia category,link_change,,9,1,1,0.0,0,1,9,0.5294117647058824,0,1.0,0,0.9845951,0.84199226,0.058694795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,11543873,217,Moldova,q217$A784C3BD-31A4-4266-A012-EE3B175189A3,,47,shares border with,"""Q167641""",Transnistria Governorate,"""Q907112""",Transnistria,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, landlocked country, sovereign state, unitary state",country in Eastern Europe,Russian-occupied territory in Moldova,governorate,link_change,,12,2,1,0.5,0,1,12,0.5,0,0.5,0,0.9748546,0.6392432,0.31060797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,1688690259,402495,Ahornbüchsenkopf,Q402495$660C03DF-9657-4BCF-9F7A-C8076D520E8C,,4552,mountain range,"""Q679384""",Berchtesgaden Alps,"""Q1559321""",Göll,wikibase-entityid,UPDATE,PROPERTY_VALUE,mountain,mountain in the Berchtesgaden Alps at the border Salzburg / Bavaria,mountain range in the Berchtesgaden Alps along the border Salzburg / Bavaria,mountain range of the Northern Limestone Alps,refinement,,14,2,1,0.0,0,0,16,0.8888888888888888,1,0.5,0,0.95595324,0.16498278,0.7406842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,615189276,273671,Seneca the Elder,Q273671$4e486ca9-44c8-051d-da6d-604e1e0b8472,,106,occupation,"""Q81009""",rhetorician,"""Q361809""",rhetorician,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"Roman scholar, writer and historian (54 BC-c.39 AD)",teacher of rhetoric; theorist of rhetoric,"art of persuasion, one of the three ancient arts of discourse",link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.95676756,1.0,0.4720149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,1397079998,306758,Hoese's goby,q306758$E8F0AC48-D2B2-4969-BBDC-4D32FCC17C86,,141,IUCN conservation status,"""Q3245245""",Data Deficient,"""Q11394""",endangered species,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,species of fish,species of organisms facing a very high risk of extinction,IUCN Red List category,property_value_update,,4,2,2,0.0,0,0,13,0.7222222222222222,1,1.0,0,0.9567921,0.07826718,0.38691175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,7415126,2571,Walter Scheel,q2571$3E60920E-BE55-4EE2-9347-E5ECC7CA461C,,27,country of citizenship,"""Q2129498""",Germany Pavilion at Epcot,"""Q183""",Germany,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,President of West Germany (1974-1979),country in Central Europe,pavilion of World Showcase in Epcot,link_change,,18,4,1,0.25,0,1,18,0.72,0,0.25,0,0.92030287,0.42285863,0.074246466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,1386705429,132720,Yamanashi Prefecture,Q132720$e9e1455d-4d36-e16a-e655-97ce2a2a9a99,,2238,official symbol,"""Q149269""",Acer japonicum,"""Q42292""",Acer,wikibase-entityid,UPDATE,PROPERTY_VALUE,prefecture of Japan,prefecture of Japan,genus of plants,species of plant,link_change,,10,2,1,0.5,0,1,10,0.7142857142857143,0,0.5,0,0.96827054,0.47924972,0.7969377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,991174108,369924,Hey Joe,q369924$5F9AC813-1A26-40DF-A768-1D9B545BD739,,31,instance of,"""Q7366""",song,"""Q207628""",composed musical work,wikibase-entityid,UPDATE,PROPERTY_VALUE,musical work/composition,song written and composed by Billy Roberts,"original piece or work of music, either vocal or instrumental",musical composition for voice(s),unrefinement,,17,1,3,0.0,0,0,19,0.9047619047619048,1,0.33333333333333337,0,0.9813697,0.31092447,0.6458639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,493868966,5928,Jimi Hendrix,Q5928$d159914e-4bd1-4208-7f8b-4f2af71231be,,737,influenced by,"""Q1933750""",The W,"""Q93346""",The Who,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,American guitarist (1942–1970),English rock band,2000 studio album by Wu-Tang Clan,property_value_update,,2,2,2,0.3333333333333333,1,0,2,0.2857142857142857,0,1.0,0,0.95620614,0.44675368,0.28300112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,324081543,447763,Oksana Zbrozhek,Q447763$AF5843D0-367F-4F43-B7D6-4DCF5EEAF015,,735,given name,"""Q19962846""",Oksana,"""Q2017539""",Oksana,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Russian middle distance runner,female given name,female given name (Оксана),link_change,,0,1,1,1.0,1,1,0,0.0,0,1.0,0,0.9860951,1.0000002,0.7242474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,962718714,270951,Alsou,Q270951$261714f4-4874-06e1-e2fe-ac268b70da7d,,166,award received,"""Q458903""",Merited Artist of the Russian Federation,"""Q4313313""",People's Artist of the Republic of Bashkortostan,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Russian singer (born 1983),,honorary title of Russia,property_value_update,,8,6,7,0.3333333333333333,0,0,25,0.5208333333333334,0,0.8571428571428572,0,0.9139681,0.43911844,0.06364633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,1764717580,254374,Judith of Swabia,Q254374$21C5F62A-C710-4545-805E-CB9B0B7E1EAC,,19,place of birth,"""Q13364""",Ravenna,"""Q1197""",Lower Saxony,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Queen consort of Hungary from 1063 to 1074,state in North-West of Germany,city in northern Italy,property_value_update,,5,1,2,0.0,0,0,10,0.8333333333333334,1,0.5,0,0.9261111,0.09099814,0.38695675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,7130820,446861,USSR,q446861$6243E3CD-7CA3-4B78-AB7B-A216201309BF,,36,capital,"""Q392115""",FC Moscow,"""Q649""",Moscow,wikibase-entityid,UPDATE,PROPERTY_VALUE,Wikimedia disambiguation page,Wikimedia disambiguation page,capital and most populous city of Russia,"association football club in Moscow, Russia",link_change,,3,2,1,0.5,0,1,3,0.3333333333333333,0,0.5,0,0.95227265,0.72400594,0.4032501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,1543271384,42240,research,Q42240$89c4d38e-4e6b-40ab-297f-fdc0a3adc420,,31,instance of,"""Q61788060""",human activity,"""Q1914636""",activity,wikibase-entityid,UPDATE,PROPERTY_VALUE,"activity, education and research, industry, inquiry, process",systematic study undertaken to increase knowledge,series of actions done by an agent which results in an external change of state,"activity initiated by a human, intentionally or unintentionally",unrefinement,"activity, education and research, inquiry, process",6,2,1,0.5,0,1,6,0.42857142857142855,0,0.5,0,0.95317376,0.77364933,0.32242873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,11017646,63524,Hautecombe Abbey,q63524$C6D2C9A9-CEA7-4C22-9CCB-D6BA628D0474,,266,Buried here,"""Q289905""",Blessed Margaret of Savoy,"""Q3290809""",Margaret of Savoy,wikibase-entityid,UPDATE,PROPERTY_VALUE,Cistercian monastery,"abbey located in Savoie, in France",1273 - 1339,"Marchioness of Montferrat, Princess of Achaea Roman Catholic saint",link_change,,8,4,3,0.75,0,1,8,0.32,0,0.75,0,0.92884564,0.91834974,0.08497677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,134590383,110474,Melchior Vischer,q110474$048E9BEC-8CA7-463A-A7CF-70B34DEC2641,,19,place of birth,"""Q213""",Czech Republic,"""Q146342""",Teplice,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,German writer (1895–1975),"town in the Ústí nad Labem Region, Czech Republic",country in Central Europe,property_value_update,,7,2,1,0.0,0,0,10,0.7142857142857143,1,0.5,0,0.980958,0.13960245,0.575799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2742,11585608,118597,10246 Frankenwald,q118597$489AF942-346C-406A-939E-0DB62BADB786,,31,instance of,"""Q2179""",asteroid belt,"""Q3863""",asteroid,wikibase-entityid,UPDATE,PROPERTY_VALUE,asteroid,main-belt asteroid,minor planet of the inner Solar System; not a comet,the circumstellar disk (accumulation of matter) in an orbit around Sun between those of Mars and Jupiter,link_change,,5,2,1,0.5,0,1,5,0.38461538461538464,0,0.5,0,0.8933389,0.79452896,0.44254163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,207549694,153066,Ehreshoven Castle,Q153066$04C9A734-CED1-4685-B93E-23054AFB7496,,131,located in the administrative territorial entity,"""Q1198""",North Rhine-Westphalia,"""Q11046""",Engelskirchen,wikibase-entityid,UPDATE,PROPERTY_VALUE,"castle, château",German Castle,"municipality in Oberbergischer Kreis, Germany",state in Germany,property_value_update,,9,2,1,0.0,0,0,20,0.9090909090909091,1,0.5,0,0.9569508,0.42777547,0.6174851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2746,1022583578,63441,Joachim Mrugowsky,Q63441$D9AE3B26-517F-4445-93CB-A980F6365B01,,106,occupation,"""Q64000759""",concentration camp guard,"""Q28789517""",concentration camp guard,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"German physician, SS officer, Chief of Hygiene Institute of the Waffen-SS and convicted war criminal (1905-1948)",someone guarding a concentration camp,someone guarding a concentration camp,link_change,,0,3,3,1.0,1,1,0,0.0,0,1.0,0,0.99578273,1.0000001,0.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,175793408,287297,Q,Q287297$11b21d08-4ae3-3d2e-923e-503f173605b5,,31,instance of,"""Q95074""",character,"""Q15632617""",fictional human,wikibase-entityid,UPDATE,PROPERTY_VALUE,fictional human,fictional character from James Bond,human being that only exists in fictional works,fictional human or non-human character in a narrative work of art,refinement,,6,1,2,0.0,0,0,13,0.8666666666666667,1,0.5,0,0.966649,0.5026027,0.752728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,1991239765,246915,"Princess Alice, Duchess of Gloucester",Q246915$80B6E826-975F-4ABA-985F-B0301E74FA91,,97,noble title,"""Q579431""",British princess,"""Q1378024""",lady,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"British aristocrat, wife of Prince Henry, Duke of Gloucester",title held by aristocratic or noble women,royal title rank in the United Kingdom,unrefinement,,12,2,1,0.0,0,0,16,1.0,1,0.5,0,0.9813551,0.43698442,0.45386052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,1412610707,6492,Airbus A330 MRTT,Q6492$7291d9ea-45c0-7b18-8b90-8011c44992ad,,137,operator,"""Q408""",Australia,"""Q823635""",Royal Australian Air Force,wikibase-entityid,UPDATE,PROPERTY_VALUE,"Airbus A330-200, aircraft family, airlifter, tanker aircraft",aerial refuelling tanker aircraft,air warfare branch of Australia's armed forces,country in Oceania,refinement,"Airbus A330-200, airlifter, tanker aircraft",17,1,4,0.0,1,0,17,0.6538461538461539,0,0.25,0,0.97698474,0.46426833,0.32726705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2761,1552735009,272724,Çağatay Ulusoy,Q272724$9E220320-72F3-463C-8A43-A4FFA24778D7,,106,occupation,"""Q10798782""",television actor,"""Q421957""",Actor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Turkish actor and model,actor in the Unified Modeling Language (UML) \specifies a role played by a user or any other system that interacts with the subject.\,actor who performs on television,link_change,,11,2,1,0.0,0,0,11,0.6875,1,0.5,0,0.83209085,0.84608793,0.2945439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,1963707254,388479,The Monster Kid,Q388479$6A8A8D8E-7A31-45E7-B056-30B4922EB27F,,136,genre,"""Q15712918""",adventure anime and manga,"""Q104536877""",adventure manga,wikibase-entityid,UPDATE,PROPERTY_VALUE,manga series,Japanese manga series by Fujiko Fujio A,manga genre,anime and manga genre,link_change,,10,4,2,0.5,0,0,10,0.4,0,0.5,0,0.9854403,0.93188965,0.9358369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2773,1188566664,355926,Letov Š-31,Q355926$10C04204-EF3F-402A-8864-0572EA21BB42,,279,subclass of,"""Q216916""",military aircraft,"""Q18491037""",biplane fighter,wikibase-entityid,UPDATE,PROPERTY_VALUE,"aircraft family, biplane fighter",biplane fighter,classification of fighter aircraft with biplane wing configuration,aircraft class designed or used for military duties,property_value_update,biplane fighter,2,2,2,0.0,0,0,13,0.7647058823529411,1,1.0,0,0.973832,0.6052583,0.5191131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,1861037456,182872,Fontainebleau,Q182872$27115a50-4f43-8578-e5be-22ce4d7a2b98,,190,twinned administrative body,"""Q944581""",Roman Catholic Archdiocese of Alba Iulia,"""Q174665""",Alba Iulia,wikibase-entityid,UPDATE,PROPERTY_VALUE,commune of France,"commune in Seine-et-Marne, France",city in Romania,since 1991 roman catholic archdiocese in Romania,link_change,,30,6,2,0.3333333333333333,0,1,30,0.75,0,0.33333333333333337,0,0.93908566,0.66244406,0.5499096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,2165319895,18527,Tamworth F.C.,q18527$3ABBF1DB-2DD0-4E15-AFC6-37124EF7C500,,118,league or competition,"""Q59041""",National League North,"""Q58916""",National League,wikibase-entityid,UPDATE,PROPERTY_VALUE,association football club,"association football club in Tamworth, England",association football division in England,sports league,link_change,,6,3,2,0.6666666666666666,0,1,6,0.2857142857142857,0,0.6666666666666667,0,0.99179673,0.8746401,0.5019152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,711209078,40504,Jim Carrey,q40504$A81A862A-BE6F-421D-9D84-7B9EEE581180,,106,occupation,"""Q33999""",actor,"""Q245068""",comedian,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Canadian-American actor and comedian (born 1962),"person who seeks to entertain an audience, primarily by making them laugh","person who acts in a dramatic or comic production and works in film, television, theatre, or radio",property_value_update,,3,1,1,0.0,0,0,8,1.0,1,1.0,0,0.95070606,0.599609,0.61702085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2795,1340788851,351582,Mount Adamello,Q351582$51892328-4DC1-49C4-BEEC-A43626ED788E,,4552,mountain range,"""Q351585""",Adamello-Presanella Alps,"""Q351592""",Adamello,wikibase-entityid,UPDATE,PROPERTY_VALUE,mountain,mountain,mountain range,mountain range,unrefinement,,16,2,1,0.0,0,1,16,0.6666666666666666,0,0.5,0,0.96137404,0.5983654,1.0000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2802,43131566,138243,Tobias S. Buckell,q138243$CC907F68-77BC-4640-B8FC-FBF2060B86E3,,21,sex or gender,"""Q6581097""",male,"""Q5442717""",Female,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,Grenadian writer,1933 novel by Donald Henderson Clarke,to be used in sex or gender (P21) to indicate that the human subject is a male or semantic gender (P10339) to indicate that a word refers to a male person,property_value_update,,2,1,1,0.0,1,0,2,0.3333333333333333,0,1.0,0,0.76214707,0.73379314,-0.014390245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803,694647621,4346,Waren,Q4346$69301752-49df-2b4e-b9d6-2a89db0af92a,,31,instance of,"""Q896881""",average city,"""Q515""",city,wikibase-entityid,UPDATE,PROPERTY_VALUE,"urban municipality in Germany, designated spa town, medium regional center","town in Mecklenburg-Western Pomerania, Germany",large human settlement,"cities with populations from 50,000 to 100,000",unrefinement,,8,2,1,0.5,0,1,8,0.6666666666666666,0,0.5,0,0.98519766,0.5933633,0.49676648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
