revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
781985643,1543,Q1543$b1ed5646-4242-664f-7d30-7807adf536ec,856,,official website,"""http://www.acmilan.com/""",,"""https://www.acmilan.com/""",,
785204535,22226,Q22226$15A17629-DFAB-44A0-845C-7F3D490B2806,214,,VIAF cluster ID,"""127870510""",,"""316741842""",,
790556684,4328,Q4328$34264476-7D6C-40D3-BA6B-EBC1B9052FD2,569,,date of birth,"""+1085-01-01T00:00:00Z""",,"""+1085-00-00T00:00:00Z""",,
792107027,25,Q25$0b833a4a-449c-9837-ef95-ccb6c3ea97a8,1451,,motto text,"""Wales Forever""",,"""Wales Forever!""",,
794596767,19270,Q19270$4ff9dabc-4049-a137-9ee7-7843185b6e0b,2046,,area,"""+28""",,"""+280000""",,
802277770,2110,label,-1,,label,"""Lampung Province""",,"""Lampung""",,
802493071,19364,Q19364$AB28DC99-7AD1-4B0C-B4CC-A52FC07C40F3,413,,position played on team / speciality,"""Q280658""",forward,"""Q11681748""",winger,
802516621,16640,Q16640$31405e76-4831-5beb-9490-15bdb8fc889e,1417,,Encyclopædia Britannica Online ID,"""Rugby-Union-World-Cup""",,"""sports/Rugby-Union-World-Cup""",,
805317910,648,Q648$71604a24-478d-52dc-72dd-5326c94f750d,948,,page banner,"""Lille Wikivoyage Banner.png""",,"""Lille banner.jpg""",,
811602998,34253,q34253$89d8740e-4fd7-f4b6-2ade-0281a2251007,40,,child,"""Q11912959""",Daniela Yolanda Torvalds,"""Q24514381""",Diesel,
835028202,5836,q5836$04B9A30F-1188-4771-A7D3-B83E9143A3B3,18,,image,"""Toledo (37737041515).jpg""",,"""Vista de Toledo, Castilla-La Mancha, España.jpg""",,
843253499,32177,Q32177$5736ACB9-137D-4694-B93B-075F2D6F86C9,6216,,copyright status,"""Q15687061""",public domain,"""Q19652""",public domain,
845312182,784,Q784$09a02428-47bd-c3e6-32e5-b24b2c3a0df9,41,,flag image,"""Flag of Dominica (1961-1978).svg""",,"""Flag of Dominica (1965–1978).svg""",,
848394124,40430,q40430$4914CFE5-6FAA-432D-90A3-9C41681AA237,150,,contains the administrative territorial entity,"""Q2095391""",Itaparica Island,"""Q1772662""",Itaparica,
850211599,5797,label,-1,,label,"""Batu Bara""",,"""Batubara""",,
851828818,22454,q22454$C1D3DF0C-A577-4402-9D15-894CE71FFD47,131,,located in the administrative territorial entity,"""Q16216""",Province of Novara,"""Q60380313""",Gattico-Veruno,
856481135,3257,Q3257$E388A4F8-44AD-4218-B800-6DA81C0F8B49,31,,instance of,"""Q2537""",natural satellite,"""Q61702557""",moon of Jupiter,
856657648,1399,description,-2,,description,"""Italian politician, Writer and Author""",,"""Italian politician, writer and author""",,
860844949,766,Q766$73599AA2-55F2-4423-8161-72F1E3D216B7,1549,,demonym,"""xamaicano""",,"""xamaicanu""",,
861122788,2796,Q2796$9b26042b-43a8-1491-7394-b2b4d21ae778,287,,designed by,"""Q312""",Apple Inc.,"""Q19837""",Steve Jobs,
862592219,36445,label,-1,,label,"""Tai Pong""",,"""Tai Pong language""",,
864519207,2122,Q2122$E466A5E9-8A54-41E9-B72B-3E19A661408D,18,,image,"""Édouard-Henri_Avril_(23).jpg""",,"""Édouard-Henri Avril (23).jpg""",,
865447798,19216,description,-2,,description,"""Taiwanese politician, president of the Republic of China""",,"""Taiwanese politician, former president of Taiwan""",,
867701410,40156,Q40156$bef84ad5-43f8-468f-3254-430ab47ebb79,178,,developer,"""Q183275""",Mitsubishi,"""Q648280""",Mitsubishi Heavy Industries,
877620709,25369,Q25369$097f92f9-4c8d-94a3-54ee-222342f845e2,3553,,Zhihu topic ID,"""19586647s""",,"""19586647""",,
883149314,39628,Q39628$b5a66df9-4347-c4d3-dc1f-c46d97031fd1,4264,,LinkedIn company or organization ID,"""biblioth-que-et-archives-nationales-du-qu-bec/""",,"""biblioth-que-et-archives-nationales-du-qu-bec""",,
885616154,38584,description,-2,,description,"""Dog species native to Australia""",,"""Dog species native of Australia""",,
891941638,38636,Q38636$537f5653-4376-11c5-9623-1b3ae0bed8a7,1477,,birth name,"""Karen Keskulla""",,"""Karen Keskulla.""",,
892476363,10120,q10120$B2F9D8F4-6F8E-4765-84F6-26D7C20BEE44,564,,singles record,"""171–162""",,"""172–164""",,
894161667,39002,label,-1,,label,"""Samoyed""",,"""samoyede""",,
904742454,19077,description,-2,,description,"""social conservative political party in Turkey""",,"""conservative political party in Turkey""",,
904940121,13172,q13172$E12316FF-032C-48BE-B987-EBA5583C6A9C,31,,instance of,"""Q482994""",album,"""Q208569""",studio album,
905808565,17410,Q17410$BCC45AB4-79D7-4845-8A44-95252E4BBB7D,108,,employer,"""Q209842""",University of Paris,"""Q148""",People's Republic of China,
906910866,16977,q16977$D1FA3FFA-8C66-4ED6-835B-43091B3C2BCB,19,,place of birth,"""Q895927""",Guang'an District,"""Q18653119""",,
911765963,10705,Q10705$FAC5D82D-4F30-4909-B68E-E982F79FA78C,910,,topic's main category,"""Q9868052""",,"""Q9848130""",Category:Tegal Regency,
914654864,8556,Q8556$F66B7AD7-4F41-47D9-A0EE-C2773321FDBF,734,,family name,"""Q18341694""",Dijkstra,"""Q1225248""",Dijkstra,
916609071,1245,Q1245$adce79bc-4c80-93d1-dbc1-80589067698b,4223,,Treccani's Enciclopedia Italiana ID,"""enrico-de-nicola""",,"""enrico-de-nicola_res-f7568e72-8bad-11dc-8e9d-0016357eee51""",,
920356568,37621,Q37621$1B694202-2A5D-42A6-9994-5C86BC323C57,69,,educated at,"""Q34433""",University of Oxford,"""Q81162""",Magdalen College,
923766890,1044,Q1044$1F968D6B-2183-44DA-82FC-BBBC6ABF0C2E,2853,,electrical plug type,"""Q2335524""",,"""Q60740126""",AC power plugs and sockets: British and related types,
924114660,5943,Q5943$a935f531-43c2-2122-b87e-6df769b5d07a,5775,,image of interior,"""Wien_-_Stephansdom,_Hauptschiff_Richtung_Hochalter_(1).JPG""",,"""Wien - Stephansdom, Hauptschiff Richtung Hochalter (1).JPG""",,
926332162,7979,description,-2,,description,"""form of the English language used in the United Kingdom""",,"""forms of the English language used in the United Kingdom""",,
929400823,26880,description,-2,,description,"""county in Utah, United States""",,"""county in northern Utah, United States""",,
931561134,11998,Q11998$8f165704-469f-3db1-6cbf-a090b5df992f,18,,image,"""KylieRAH111215-19 (23870586506) (cropped).jpg""",,"""Kylie Minogue at The Queen's Birthday Party (cropped 3).jpg""",,
933093249,407,q407$E00323CF-D69F-4EBA-834F-31FD3EF91E3B,509,,cause of death,"""Q9687""",traffic collision,"""Q61037771""",car collision,
939924602,40054,Q40054$9e42c8cb-4961-3822-6f7b-d3e41dd3f5c1,2638,,TV.com ID,"""people/jonathan-ross-1/""",,"""people/jonathan-ross-1""",,
943471690,14345,Q14345$a996f778-4096-1461-57e8-dc8a1ca45bc6,3553,,Zhihu topic ID,"""https://www.zhihu.com/topic/20166846""",,"""20166846""",,
944457565,31722,Q31722$791F4FF1-B6BE-464F-9CC0-6A3A383CDA4B,140,,religion or worldview,"""Q1841""",Catholicism,"""Q9592""",Catholic Church,
945301962,1695,description,-2,,description,"""sea between Denmark, Norway and Sweden connecting the North Sea and the Kattegat sea area""",,"""sea between Denmark, Norway and Sweden connecting the North Sea and the Kattegatt sea area""",,
949036882,34448,description,-2,,description,"""6th President of the Islamic Republic of Iran""",,"""6th President of Iran""",,
949664605,20875,Q20875$705459F4-3290-4B08-9D9C-653B19D86533,1559,,name in native language,"""Eduard VII.""",,"""Edward VII""",,
953370340,11080,Q11080$38c64161-41f8-85a7-21ca-c7e1d23a8b04,150,,contains the administrative territorial entity,"""Q7780218""",Jombang,"""Q7769934""",Jombang,
956274808,3346,description,-2,,description,"""river in Lower Saxony, Germany""",,"""left and southern tributary of the river Elbe in Lower Saxony, Germany""",,
957998451,28427,Q28427$6F4967D0-EE83-461E-901F-E688AE6ADBEB,17,,country,"""Q16644""",Northern Mariana Islands,"""Q30""",United States,
960402389,29545,Q29545$E44852B1-5E27-4EFB-9DCB-990C4E0CCF43,2048,,height,"""+206""",,"""+210.2""",,
961082981,19367,description,-2,,description,"""Spanish footballer""",,"""Spanish association football player""",,
963945011,13467,q13467$0A309BF2-42EF-4402-83B6-5A866C2FFAAC,6,,head of government,"""Q14074566""",Joan Giraut Cot,"""Q61968123""",Maurici Jiménez Ruiz,
964078602,13468,q13468$301A6D27-0A91-4EF7-9D0A-64B99DA55FF5,6,,head of government,"""Q14074662""",Maria Carme Güell Parnau,"""Q64689796""",Raül Yruela Díaz,
964131460,4631,q4631$C24AEC14-B9A2-4ED0-B838-86DCF56E9561,19,,place of birth,"""Q31074""",Sharqia Governorate,"""Q4116411""",El-Adwah,
967623695,13064,q13064$7A8BE974-0196-4BEF-ABAE-655A192C1B2C,6,,head of government,"""novalue""",,"""Q64786702""",Salvador Balliu i Torroella,
969686476,35715,Q35715$A3F19B36-E78C-4DCA-83D6-BD325948CE9A,6364,,official color,"""Q3142""",red,"""Q1088""",blue,
970903486,34299,Q34299$225FD62D-309D-4999-9B49-64255F325E18,1705,,native label,"""саха тыла‎ (Saxa tıla), сахалыы‎ (saȟalyy)""",,"""саха тыла‎ (Saxa tıla)""",,
972617927,34168,Q34168$2566558C-F384-4C5B-96B5-86A01E8F0EBE,910,,topic's main category,"""Q8001967""",Category:Animal trapping,"""Q8952191""",Category:Traps,
974525079,33462,Q33462$83AF5059-5CCC-4016-BCF9-353CC5D2C65F,279,,subclass of,"""Q56463""",Sámi,"""Q3501268""",Eastern Sami,
975974775,12214,description,-2,,description,"""human disease""",,"""human diseas""",,
978455883,5384,Q5384$7F8A8A19-E98A-4773-8D0B-45592678E488,18,,image,"""Центральная гостиница, 1937, арх. И.А. Чарушин.jpg""",,"""Vyatka-Kirov asv2019-05 img23 Holy Mandylion Church.jpg""",,
978942107,34086,description,-2,,description,"""Canadian singer-songwriter, record producer, and actor""",,"""Canadian singer and songwriter""",,
979637116,24555,description,-2,,description,"""informal name of a mathematical reference work""",,"""informal name of a mathematical reference work about mathematical functions""",,
980600810,5819,Q5819$3B096C8C-1FAF-4580-AA59-85610E0DF21F,856,,official website,"""http://www.jose-bove.eu/""",,"""http://www.jose-bove.eu""",,
980838415,38928,Q38928$71FA6EC8-4704-47CD-AAD0-4BB2F1FD4DFB,452,,industry,"""Q22687""",bank,"""Q3435731""",banking,
982332553,26962,Q26962$EC7D5AFB-F2CC-4CED-B420-E8311B1D9104,856,,official website,"""http://www.toyotaoffice.jp/natsuna/""",,"""http://www.toyotaoffice.jp/natsuna""",,
983996356,18272,Q18272$164850bf-4f23-1a20-3c62-c54c9f443d7f,1383,,contains settlement,"""Q11904051""",,"""Q27929063""",Basic Academy of NCOs Officers,
988518908,39180,Q39180$41B8497A-2F0D-4605-8E2E-A99DAE4E92DC,102,,member of political party,"""Q930328""",United Democrats,"""Q65967243""",Movement of Free Democrats,
990498996,15280,Q15280$43CE7DC8-9C3B-4E36-8F22-90F63943A9CC,19,,place of birth,"""Q1565753""",Johnston,"""Q2240072""",Johnstone,
992636928,34217,q34217$52648A17-CC9D-4BF6-A1B6-2AC0624721B1,94,,coat of arms image,"""Oxford COA.gif""",,"""Oxford wapen.svg""",,
993374438,2900,description,-2,,description,"""capital city of Ecuador.""",,"""capital city of Ecuador""",,
995423870,31220,Q31220$18804750-43ef-382e-3ef6-3848d5467647,1890,,CCAB ID,"""00056908‏""",,"""000056908""",,
996010751,42053,Q42053$CF1F90CA-ED72-45FC-9F9E-7B83C46BE608,131,,located in the administrative territorial entity,"""Q1367759""",Isfahan Province,"""Q5060828""",Central District,
996884348,34416,Q34416$114E89B9-7EC1-4EE6-A820-B25EF1A24F93,159,,headquarters location,"""Q1794""",Frankfurt,"""Q3042""",Offenbach am Main,
999420597,26512,Q26512$eff02a82-4c72-5708-6573-624f0eca13b1,1448,,official name,"""Androni Giocattoli-Serramenti PVC Diquigiovanni""",,"""Androni Giocattoli - Serramenti PVC Diquigiovanni""",,
1002834105,4465,description,-2,,description,"""New Zealand film director, producer, actor, and screenwriter""",,"""New Zealand film director, screenwriter, and film producer""",,
1003057715,3687,q3687$05DBB0BB-9346-43EB-9341-80A6F38F49B0,625,,coordinate location,"{""latitude"": 40.283333333333, ""longitude"": -7.9333333333333}",,"{""latitude"": 40.283333333333, ""longitude"": -7.9397222222222}",,
1005280346,13418,Q13418$5ef09a38-4026-8448-a7c7-282666df37ba,1215,,apparent magnitude,"""+3.025""",,"""+3.00""",,
1005380004,13347,Q13347$A21B5C0F-1349-4AF1-9C25-36C338A19333,6258,,declination,"""+24.83920697""",,"""+24.839206972""",,
1007009176,24493,label,-1,,label,"""Michael Hunter""",,"""Michael Hunterg""",,
1007252551,6481,label,-1,,label,"""Airbus A340""",,"""A340""",,
1008005705,21004,q21004$9BF68DA4-D52E-469C-ABF2-5AB767DB713F,105,,taxon rank,"""Q2455704""",,"""Q164280""",subfamily,
1011007153,13427,Q13427$f6b12507-4e65-e3a4-6a17-6b34a6ac4b17,1215,,apparent magnitude,"""+3.6""",,"""+3.63""",,
1012524947,40397,Q40397$83886112-4B97-4705-AAFB-9C29BC58D32E,279,,subclass of,"""Q27162606""",postnatal anatomical structure,"""Q4936952""",anatomical structure,
1022101707,25234,label,-1,,label,"""Common Blackbird""",,"""common blackbird""",,
1022502883,9760,Q9760$C8DA037C-3D62-42FE-845E-3CD8596BB9F9,26,,spouse,"""Q65809791""",,"""Q5374490""",Empress Dowager Wang,
1024586846,24649,Q24649$F91856BE-D959-4357-A415-4B3004090B98,373,,Commons category,"""Political parties in the European Union""",,"""Political parties of the European Union""",,
1025183836,9773,description,-2,,description,"""letter in the Latin alphabet""",,"""letter of the Latin alphabet""",,
1027387459,27231,Q27231$4F68AFE8-95D8-4B03-B677-C342C155F890,361,,part of,"""Q48""",Asia,"""Q29520""",China,
1029351735,40105,Q40105$47faccc7-4421-73a7-5bdf-1fed28285e67,40,,child,"""Q20448034""",,"""Q12499388""",Muhammad Tajuddin of Brunei,
1031263316,770,description,-2,,description,"""province of the Netherlands""",,"""province in the Netherlands""",,
1034509785,25357,label,-1,,label,"""Corvus corax""",,"""Common Raven""",,
1035494101,12170,Q12170$d35b8d01-76bf-418d-b66e-095d9699e1fb,1215,,apparent magnitude,"""+3.044""",,"""-3.044""",,
1036303540,25834,description,-2,,description,"""town and territorial authority in New Zealand's South Island""",,"""town in New Zealand""",,
1038196370,27437,description,-2,,description,"""Administrative centre of Mölndal municipality, part of the Gothenburg urban area in Sweden""",,"""administrative centre of Mölndal municipality, part of the Gothenburg urban area in Sweden""",,
1042045925,27426,q27426$7F678C4E-C3B9-4C1F-BFFE-889AD2635127,373,,Commons category,"""Cimitero del Verano (Rome)""",,"""Cimitero del Verano""",,
1046781037,15862,Q15862$4BD1F002-C94F-4F48-9272-F0F18992D643,856,,official website,"""http://www.queenonline.com""",,"""https://www.queenonline.com/""",,
1048906940,4176,Q4176$a8362f90-4249-774a-add7-f54f2347eccf,1705,,native label,"""Kölner Dom""",,"""Hohe Domkirche St. Petrus""",,
1049062027,1953,Q1953$6991ADD1-28DB-48D6-A830-F48AF1EA7861,214,,VIAF cluster ID,"""247662678""",,"""125481980""",,
1050927215,32495,label,-1,,label,"""Glossary of chemical formulas""",,"""Glossary of chemical formulae""",,
1051619191,9130,Q9130$1f206c49-4905-e41d-41a5-3938fffcc85e,1477,,birth name,"""Erwin Rudolf Josef Alexander Schroinger""",,"""Erwin Rudolf Josef Alexander Schrodinger""",,
1052945044,8789,description,-2,,description,"""practice and study of techniques for secure communication in the presence of third parties""",,"""Practice and study of techniques for secure communication in the presence of third parties.""",,
1055340381,14256,Q14256$39fa9d48-1cf1-4c53-bfba-80e88a0c3723,31,,instance of,"""Q50053""",binary star,"""Q13890""",double star,
1056169462,8524,Q8524$61c9e3c4-4265-17d5-a1c5-1fd0475f9650,18,,image,"""Eiði football field.jpg""",,"""Santiagobernabeupanoramav45.JPG""",,
1056237803,5098,label,-1,,label,"""province of Indonesia""",,"""Provinces of Indonesia""",,
1056627294,42051,Q42051$F0F15586-0B44-45BC-BD1D-90606150D5D6,2142,,box office,"""+848800000""",,"""+850035635""",,
1059787835,19725,label,-1,,label,"""Nina Løseth""",,"""Nina Haver-Løseth""",,
1061211344,36161,Q36161$d2b54d5d-4c57-d3f9-219c-7177b31b9799,1535,,used by,"""Q42197437""",,"""Q1964995""",set operation,
1065861204,876,Q876$9E4F1636-A899-4300-849A-E2B23AE6A14F,2868,,subject has role,"""Q50430179""",,"""Q7831165""",trace metal,
1067535374,694,Q694$ddc72f79-4e3c-3e5e-c0d5-cf4858b13853,150,,contains the administrative territorial entity,"""Q1615405""",Valkenburg,"""Q35153336""",Valkenburg,
1068870824,6663,Q6663$94a323d1-4613-d087-ba49-1147bc6e5402,279,,subclass of,"""Q81799""",fast food,"""Q25099819""",Healthy food,
1068883164,11198,Q11198$69699d9a-4fa0-46bf-b6a5-6a51f4855d0e,18,,image,"""BH municipality location 2.svg""",,"""Fbih lokacija.PNG""",,
1074921610,41301,label,-1,,label,"""epithelium""",,"""epitheliumm""",,
1074958898,35149,Q35149$0084992c-4e39-7b03-33ab-4439e753dca6,1559,,name in native language,"""Wilhelm Conrad Röntgen""",,"""Wilhelm Conrad Röentgen""",,
1081389666,15386,Q15386$314a358c-448a-68ac-ccbd-54e7f62008e3,131,,located in the administrative territorial entity,"""Q1240096""",Hyderabad State,"""Q16920711""",Medak Gulshanabad Division,
1084344397,4310,Q4310$2abafda1-4d75-2bb8-9379-d44250a5ffb0,373,,Commons category,"""Category:Members of the Supreme Soviet of the Soviet Union of the third convocation""",,"""Members of the Supreme Soviet of the Soviet Union of the third convocation""",,
1084999675,8096,description,-2,,description,"""catalogue of a given language's words""",,"""Catalogue of a given languages words""",,
1085154565,1181,Q1181$49927719-482f-b204-8de8-acb608e692f2,625,,coordinate location,"{""latitude"": 53.584722222222226, ""longitude"": -9.976111111111111}",,"{""latitude"": 53.584722, ""longitude"": 9.976111}",,
1087640366,9364,Q9364$9cd2f77e-4b19-ebb7-5f1f-71d17c0c93cd,742,,pseudonym,"""Jacques Guillemin""",,"""Jacques Guillemi""",,
1096148102,14068,Q14068$fc693c36-b3f7-40b4-8986-4adc0d63006e,31,,instance of,"""Q6243""",variable star,"""Q66521853""",suspected variable,
1096148231,14068,Q14068$bd4fc7be-2f33-4518-99c1-939a7ac98330,31,,instance of,"""Q13890""",double star,"""Q50053""",binary star,
1098830067,29141,q29141$5F1891E7-C446-4B12-BC35-9C6C6DB8A8BE,36,,capital,"""Q544623""",Savalou,"""Q2609335""",Dassa-Zoumé,
1109269114,28454,Q28454$974B3DB1-A4CB-411D-88F7-4A134C3638B2,131,,located in the administrative territorial entity,"""Q9046""",Bagmati Zone,"""Q25104015""",Bagmati Province,
1111465893,7068,Q7068$C1F3DD52-EF81-40A9-AD2A-C88C80C1E19C,18,,image,"""Julien Offray de La Mettrie.jpg""",,"""Portrait de Julien Offray de La Mettrie.jpg""",,
1117719149,40224,Q40224$32af27af-4519-aa23-6463-987535c5e82c,1559,,name in native language,"""Carl Benz""",,"""Karl Benz""",,
1120005307,22048,Q22048$6a2d491f-45d0-b3f9-6b27-b91acf2185a1,571,,inception,"""+1950-01-26T00:00:00Z""",,"""+1936-04-01T00:00:00Z""",,
1122219985,16335,Q16335$1d3349e5-45b9-903d-5150-f580ef9550a8,373,,Commons category,"""Cyrillic G""",,"""Cyrillic Ge""",,
1122890888,28236,label,-1,,label,"""European herring gull""",,"""Larus argentatus""",,
1129950958,29598,description,-2,,description,"""cognitive bias; an preference for the current state of affairs.""",,"""an emotional bias, which is a preference for the current state of affairs as opposed to a change""",,
1130559971,10693,description,-2,,description,"""a chart used to organize elements based on atomic number.""",,"""chart used to organize elements based on atomic number""",,
1132791161,18794,label,-1,,label,"""Izāfa""",,"""Ezāfe""",,
1132829875,23739,description,-2,,description,"""episodic work of dramatic fiction""",,"""American television genre episodic work of dramatic fiction;""",,
1133195481,1085,q1085$62eb7c51-437b-8896-d888-17c8ab7ee49c,150,,contains the administrative territorial entity,"""Q2067699""",Praha-Řeporyje,"""Q84566351""",Řeporyje,
1135215820,4410,q4410$A7D38063-8A46-433B-A598-23A13B668111,373,,Commons category,"""Cuisine of Russia""",,"""Russian traditional cuisine""",,
1144349952,37790,description,-2,,description,"""waterfall""",,"""waterfall in Queensland, Australia""",,
1144558460,31170,Q31170$e989f063-4c41-8d84-d0f7-542018f415c9,279,,subclass of,"""Q214098""",radial engine,"""Q630010""",reciprocating engine,
1145285452,41139,Q41139$b9da3841-41a7-c386-eede-8da5227e7ba4,190,,twinned administrative body,"""Q1022""",Stuttgart,"""Q767962""",Vaihingen,
1147910484,3561,Q3561$e8975497-4e2d-8d17-284c-3f796714d40e,18,,image,"""Algiers Montage.png""",,"""La Capitale Alger (Algérie) 14.jpg""",,
1147963067,20074,Q20074$9aec83df-4f4c-5be7-3a22-1f462fd5cfe3,6262,,Fandom article ID,"""scifi:Enterprise_NX-01‎""",,"""scifi:Enterprise_(NX-01)""",,
1148052711,42051,Q42051$885854c3-47ad-b89c-507d-266883dc87e6,6262,,Fandom article ID,"""fandom:Star_Wars_Episode_III:_Revenge_of_the_Sith""",,"""scifi:Star_Wars_Episode_III:_Revenge_of_the_Sith""",,
1148940414,14970,label,-1,,label,"""tanker""",,"""tanker ship""",,
1152149433,31,Q31$5DCB7F90-B5B0-4F27-AAE6-DD915774E62A,935,,Commons gallery,"""België - Belgique""",,"""België - Belgique - Belgien""",,
1152176383,41300,Q41300$13593e8e-4700-6695-d4ac-8bdb6609a6d2,1846,,distribution map,"""Templerorden_in_Europa_1300.png""",,"""Templerorden in Europa 1300.png""",,
1152245058,9600,Q9600$9bb2ea62-4a7c-689e-5e1f-bb715c81e893,6262,,Fandom article ID,"""olympics:Garmisch_Partenkirchen_1936""",,"""olympics:Garmisch-Partenkirchen_1936""",,
1152424249,14430,Q14430$676f39fa-cdd9-4f3b-8a53-0d181a1781df,569,,date of birth,"""+1886-10-26T00:00:00Z""",,"""+1866-10-26T00:00:00Z""",,
1153865951,306,label,-1,,label,"""Sebastian Piñera""",,"""Sebastián Piñera""",,
1157414339,12659,Q12659$21E3B827-5843-4C83-8709-68BA5BC37189,2044,,elevation above sea level,"""+1318""",,"""+1918""",,
1158960636,562,description,-2,,description,"""French horticulturalist (1719-1786)""",,"""French horticulturalist""",,
1159017617,658,description,-2,,description,"""element with atomic number 11""",,"""chemical element with chemical symbol Na and atomic number 11""",,
1159678820,883,description,-2,,description,"""Russian city, the administrative center of Siberian Federal District""",,"""Russian city; administrative center of Siberian Federal District""",,
1160375583,39897,q39897$273EFC26-4AD4-4F7A-9384-856429F272A5,47,,shares border with,"""Q40082""",Quero,"""Q15535503""",Quero Vas,
1166195338,26106,label,-1,,label,"""Gray Partridge""",,"""Grey Partridge""",,
1167481087,12134,Q12134$2f7aee03-4e70-c872-d4f3-9192a238d570,527,,has part(s),"""Q10294637""",,"""Q1998069""",Northern celestial hemisphere,
1173511024,24897,Q24897$E9DF4815-7320-488F-9D5A-1389062FC377,27,,country of citizenship,"""Q794""",Iran,"""Q207991""",Pahlavi dynasty,
1177226868,32500,Q32500$94BC294A-2338-4F79-BCC9-9FD09CE1165C,40,,child,"""Q75393844""",,"""Q170264""","Joanna of Austria, Princess of Portugal",
1181120340,41550,Q41550$eeb0f53a-4f5f-bece-8983-9e3131aeb0d6,1451,,motto text,"""Lepších politiky pro lepší životy""",,"""Lepší politiky pro lepší životy""",,
1181656093,19431,label,-1,,label,"""Grand Theft Auto: London, 1969""",,"""Grand Theft Auto: London 1969""",,
1181722097,41076,Q41076$0F40A019-3EEF-42AB-B3FB-4A44E7AA9B2B,19,,place of birth,"""Q999123""",Huntington,"""Q18438""",Long Island,
1182027885,17499,Q17499$822C9480-65F3-4DF3-A38B-97A5534B7DAF,118,,league or competition,"""Q9448""",Premier League,"""Q37298671""",Ligue,
1182537671,3259,Q3259$8DC5B6A5-0BD9-4D34-9466-86388B917A82,856,,official website,"""http://www.cantal.gouv.fr/""",,"""http://www.cantal.fr/""",,
1182708991,38091,description,-2,,description,"""Waterfall in Kodagu District of the Indian state of Karnataka near Kerala border.""",,"""waterfall in Kodagu District of Karnataka, India""",,
1182742863,37953,description,-2,,description,"""waterfall""",,"""waterfall in British Columbia, Canada""",,
1185241669,6060,Q6060$DBE5237D-9DA5-4E41-B0BA-0099B0DC224F,856,,official website,"""http://50cent.com/""",,"""https://thisis50.com/""",,
1186339094,32347,q32347$2721A431-4799-426E-A5A4-962562D4BDF6,20,,place of death,"""Q3314337""",El Pardo,"""Q1368571""",Royal Palace of El Pardo,
1187463014,16183,q16183$A692BFC7-6748-46CD-BC4C-8BBF64512FA8,18,,image,"""Genova 12-8-05 006.jpg""",,"""Palazzo Doria Spinola (prefettura) 01.JPG""",,
1188888704,25416,Q25416$d8afb86d-4b90-095c-146e-e19e0a0d582c,856,,official website,"""http://www.stavanger.kommune.no""",,"""https://www.stavanger.kommune.no/""",,
1189670564,9671,Q9671$64e2194f-4313-2e3a-d4b8-8b019cacbe69,1344,,participant in,"""Q283085""",Formula Nippon,"""Q69805""",2000 Formula One World Championship,
1192670764,3086,label,-1,,label,"""St Conan’s Kirk""",,"""St Conan’s Church""",,
1197979617,35538,q35538$716B821E-CBAB-4A81-AE19-46A7936D6241,281,,postal code,"""11028""",,"""11028, 11021 (Breuil-Cervinia)""",,
1200785109,8818,q8818$1DB20027-00A8-4B1C-A9C7-B281ACACC96A,47,,shares border with,"""Q668117""",Foios,"""Q23012""",Benetússer,
1202321916,33511,Q33511$620D675D-B529-4BFF-A8EA-88FF16316639,159,,headquarters location,"""Q62""",San Francisco,"""Q2900""",Quito,
1204776412,35525,Q35525$39fdb51e-4460-6d61-6455-a76057719e5a,6375,,street address,"""1600 Black Lives Matter Plaza NW, Washington, DC 20500""",,"""1600 Pennsylvania Ave NW""",,
1211394387,18567,description,-2,,description,"""psychologist and pediatricia""",,"""psychologist and pediatrician""",,
1215502609,7181,label,-1,,label,"""globalization""",,"""globalisation""",,
1215751766,27242,label,-1,,label,"""Al-`Ula""",,"""AlUla""",,
1220958804,5445,Q5445$071AF80C-B252-4FF4-9F06-2DFB48F9E208,2176,,drug or therapy used for treatment,"""Q27275398""",,"""Q7553318""",sodium ferric gluconate complex,
1221343269,5372,Q5372$bb8df226-4e39-e5b9-433b-d4a6e22a06e1,6262,,Fandom article ID,"""basketball""",,"""basketball:basketball""",,
1222600417,22664,Q22664$fc371df9-4372-6cb2-96f9-89fc93d0a660,279,,subclass of,"""Q17334923""",physical location,"""Q11210""",coordinate system,
1223385502,33764,Q33764$BACB870A-0912-4B84-AE27-7A4450DED5D9,27,,country of citizenship,"""Q34""",Sweden,"""Q35""",Denmark,
1232394598,15979,Q15979$50DC673F-AA60-42A9-9A63-B4ABD46A8595,18,,image,"""Blick auf Kehl.jpg""",,"""Kehl, Baden-Württemberg, 25. Dezember 2016.jpg""",,
1237775725,1425,Q1425$789BB6E5-137A-45FB-A7B7-207AD61E47F2,53,,family,"""Q193254""",Five Good Emperors,"""Q3202662""",Nerva–Antonine dynasty,
1239332352,11012,description,-2,,description,"""mechanical or virtual artificial agent carrying out physical activities""",,"""mechanical or virtual artificial agent carrying out physical activities, which can be guided by an external control device or the control may be embedded within""",,
1242937976,1050,Q1050$DBB13A92-3877-4BDA-B552-65FEB5B7121B,2131,,nominal GDP,"""+4408564260.16111""",,"""+4408564260""",,
1242944349,1050,Q1050$0643f84e-70c5-4465-80dd-a5aa6c535c41,4010,,GDP (PPP),"""+3147585316""",,"""+3044000000""",,
