revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
1752821509,129260,Gayer-Anderson cat,Q129260$4a4b5ec5-40e9-32c7-ea41-4f3f826e9736,,571,inception,"""-332-01-01T00:00:00Z""",,"""-332-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,sculpture,"""Ancient Egyptian statue of a cat""",,,re_formatting,
1394120020,465803,Callicratidas,Q465803$FED7B326-837B-412D-9CE5-28E437248CDA,,570,date of death,"""-406-01-01T00:00:00Z""",,"""-406-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Spartan admiral""",,,re_formatting,
1596871648,211411,Chrysippus of Soli,Q211411$D455B3AB-02F4-4BC3-AC31-27A41D28A293,,570,date of death,"""-208-01-01T00:00:00Z""",,"""-208-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Greek Stoic philosopher (c.279–c.206 BC)""",,,re_formatting,
186005822,405,Moon,q405$5e31d3a6-4194-2133-4376-4eaf67d58e34,,571,inception,"""-4527000000-01-01T00:00:00Z""",,"""-4527000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"planetary-mass moon, planetary moon, regular moon","""Earth's only natural satellite""",,,re_formatting,
1100098936,76267,Miocene,Q76267$43a81036-45d4-036e-67be-ef5bc0c9c944,,582,end time,"""+5332000-00-00T00:00:00Z""",,"""-5330000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"epoch, series","""First epoch of the Neogene Period""",,,re_formatting,
1514868997,145881,Juan Ponce Enrile,Q145881$A109805C-4C64-44B6-8C39-AF5F85518B92,,569,date of birth,"""-100000-00-00T00:00:00Z""",,"""+20000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""President of the Senate of the Philippines from 2008 to 2013""",,,property_value_update,
1594977917,463179,Fallingwater,Q463179$EE6B2C6E-F00B-401A-AC9B-470F6D8FA1F0,,1619,date of official opening,"""+3000000000000-00-00T00:00:00Z""",,"""-9999-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historic house museum, single-family detached home","""house designed by architect Frank Lloyd Wright in Pennsylvania""",,,property_value_update,
1131854067,7227,Emperor Zhao of Han,Q7227$DEDEC4CA-8DA0-445A-BE3C-380AB058AC9C,,570,date of death,"""-74-01-01T00:00:00Z""",,"""-74-06-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""emperor of the Han Dynasty""",,,refinement,
692446809,267202,Aregund,Q267202$F0734324-5C6F-43D5-8ABA-551485EF51C5,,570,date of death,"""somevalue""",,"""+570-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Frankish queen""",,,property_value_update,
1324058455,76259,Pliocene,Q76259$47b22c52-43f7-4d89-28b1-a1e3f0f9b337,,580,start time,"""-5330000-00-00T00:00:00Z""",,"""-5333000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"epoch, series","""second and final epoch of the Neogene Period""",,,property_value_update,
1158182083,295168,Samo,Q295168$c8416e05-45b8-b419-cce7-3f55dd62d793,,569,date of birth,"""somevalue""",,"""+600-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Frankish merchant who unified several Slavic tribes""",,,property_value_update,
658505003,296272,Pietro Aretino,Q296272$57C9544F-6A49-496B-A60D-CF2E0ED90301,,569,date of birth,"""somevalue""",,"""+1492-04-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Italian author, playwright, poet, satirist, and blackmailer (1492-1556)""",,,property_value_update,
1588357232,309466,Edmontosaurus,Q309466$8fff3a08-4e56-47a6-8021-1c915f7e9dda,,582,end time,"""-66000000-00-00T00:00:00Z""",,"""-65000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,fossil taxon,"""genus of ornithopod dinosaurs (Ornithopoda)""",,,property_value_update,
1390252933,437168,Jeanne Baret,Q437168$1FEE0756-5C62-4408-95EB-F3A619690F0C,,569,date of birth,"""+1740-07-27T00:00:00Z""",,"""-1000000000000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French explorer, naturalist and botanist (1740-1807)""",,,property_value_update,
1390312252,437168,Jeanne Baret,Q437168$1FEE0756-5C62-4408-95EB-F3A619690F0C,,569,date of birth,"""-1000000000000000-00-00T00:00:00Z""",,"""+1740-07-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French explorer, naturalist and botanist (1740-1807)""",,,property_value_update,
924774899,428490,Seungri,Q428490$28F69766-4000-4855-B002-D848CEDE6A80,,569,date of birth,"""+1990-12-12T00:00:00Z""",,"""+2001-12-12T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""South Korean former singer, member of Big Bang""",,,property_value_update,
1655799028,355672,Boris Yefimov,q355672$5C41FFA0-EA05-434A-B474-97DBD9DB667C,,569,date of birth,"""+1900-09-28T00:00:00Z""",,"""+1001-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Soviet and Russian political and propaganda artist (1900-2008)""",,,property_value_update,
1828587094,356644,Albert Edelfelt,Q356644$1f660336-4501-687c-36eb-72d1535da7d7,,2031,work period (start),"""+1873-00-00T00:00:00Z""",,"""+1877-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Finland Swedish painter and illustrator (1854-1905)""",,,property_value_update,
1095591165,6445,Hamburg U-Bahn,Q6445$74897DB7-F393-4FD8-8B0D-49CB81C470FF,,1619,date of official opening,"""+1912-00-00T00:00:00Z""",,"""+1912-02-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,rapid transit,"""rapid transit system""",,,refinement,
1736116193,311811,Shoshenq I,Q311811$C9F99A33-51EC-42BA-8B95-84B6704EAD8E,,570,date of death,"""-924-01-01T00:00:00Z""",,"""-924-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Pharaoh of Egypt""",,,re_formatting,
1405893433,437631,Lamia of Athens,Q437631$d91bfbf2-4b80-a1f2-69b6-1be4b556ac4d,,570,date of death,"""-303-01-01T00:00:00Z""",,"""-303-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""hetaera to Demetrius I of Macedon""",,,re_formatting,
1752351343,44112,Cyrene,Q44112$798951EA-20A2-4150-9D76-E0A0205D064D,,571,inception,"""-630-01-01T00:00:00Z""",,"""-630-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"archaeological site, emporia, Greek colony, municipality of Libya, polis","""ancient Greek and Roman city near present-day Shahhat, Libya""",,,re_formatting,
1053187942,47158,Triassic,Q47158$aaa7ec24-4cb9-5320-84f9-cd16a2559ab7,,582,end time,"""+201300000-00-00T00:00:00Z""",,"""-201300000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"period, system","""first system and  period of the Mesozoic erathem and era""",,,re_formatting,
1053187914,47158,Triassic,Q47158$d24e5f40-4409-7284-0d62-f2618f4225de,,580,start time,"""+252170000-00-00T00:00:00Z""",,"""-252170000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"period, system","""first system and  period of the Mesozoic erathem and era""",,,re_formatting,
1528854777,207634,Cleisthenes,Q207634$84C0FB3A-1E3E-4464-9CE6-CAAEB229757E,,569,date of birth,"""-565-01-01T00:00:00Z""",,"""-565-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""late 6th century Athenian politician and reformer""",,,re_formatting,
1752846314,200200,Assur,Q200200$654C7F5C-D6AD-4068-A26F-FA11624C7DF3,,571,inception,"""-2500-01-01T00:00:00Z""",,"""-2500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site, human settlement","""archaeological site in Iraq""",,,re_formatting,
1425732994,207370,Gaius Cassius Longinus,Q207370$E67F5FB3-132F-4EE4-966D-ED7F7F5E64E4,,569,date of birth,"""-87-01-01T00:00:00Z""",,"""-87-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""ancient Roman politician, known for his role in the assassination of Julius Caesar""",,,re_formatting,
1177225894,255465,Quintus Pedius,Q255465$26CC24DC-06E1-455F-BDB8-532E9A148FE4,,570,date of death,"""-43-01-01T00:00:00Z""",,"""-43-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""nephew or grandnephew of the dictator Julius Caesar""",,,re_formatting,
1913149186,310681,Bacchylides,Q310681$D7E693C3-D82A-4DF7-805D-E06D41D50243,,569,date of birth,"""-516-01-01T00:00:00Z""",,"""-516-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Greek lyric poet (c. 518 – c. 451 BC)""",,,re_formatting,
2197468459,8616,19P/Borrelly,Q8616$5fa3dad5-a3ac-42e4-bb94-f80ddad6388c,,2045,orbital inclination,"""+29.31940320796265""",,"""+29.31940""",,quantity,UPDATE,PROPERTY_VALUE,"Jupiter-family comet, periodic comet","""periodic comet""",,,unrefinement,
2216877283,44756,Catamarca Province,Q44756$3AC79CA7-A067-4A35-9804-8876DB211AE8,,2046,area,"""+102602.0""",,"""+102602""",,quantity,UPDATE,PROPERTY_VALUE,province of Argentina,"""Argentina Northwest province of Argentina""",,,unrefinement,
1755095047,319242,Caesarea Maritima,Q319242$294F991A-A7CE-4A2B-9452-08E28045BA26,,571,inception,"""-13-01-01T00:00:00Z""",,"""-13-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"depopulated Palestinian village, former settlement, human settlement, Roman archaeological site, Roman colony, village","""ancient Levantine city""",,,re_formatting,
367109539,458359,Rim-Sin I,Q458359$BE626045-B1E1-4982-B5B9-EDA58A9A0BF8,,570,date of death,"""+1763-00-00T00:00:00Z""",,"""-1763-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Larsa""",,,re_formatting,
1703947345,352621,Dicaearchus,Q352621$85C49753-823D-49F3-8599-3DCCEA97C861,,570,date of death,"""-290-01-01T00:00:00Z""",,"""-290-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""4th-century BC Greek philosopher and geographer""",,,re_formatting,
1242799217,365148,Marcus Aemilius Scaurus,Q365148$B8FA8D92-B76F-462C-8B28-379529FCF3E0,,570,date of death,"""-89-01-01T00:00:00Z""",,"""-89-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Roman senator and consul in 115 BC""",,,re_formatting,
319936363,373685,Lycurgus of Athens,Q373685$79D61BEE-E1E3-4483-9D65-6A184227BDB6,,570,date of death,"""-324-01-01T00:00:00Z""",,"""-324-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""4th century BCE Greek politician and orator""",,,re_formatting,
610911293,392647,Publius Servilius Vatia Isauricus,Q392647$07335ED7-367F-49DE-A909-E0615CE26F26,,569,date of birth,"""-120-01-01T00:00:00Z""",,"""-120-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Roman consul 79 BC""",,,re_formatting,
1036918825,32861,Pisces Overdensity,Q32861$4410be7b-6181-4750-97c4-b57e1f17b712,,6258,declination,"""+0.00000""",,"""+0.000""",,quantity,UPDATE,PROPERTY_VALUE,"interstellar cloud, satellite galaxy","""satellite galaxy of the Milky Way""",,,unrefinement,
876963462,428995,Hellenistic period,Q428995$54e538e6-482a-1497-aef5-c394091ebbb2,,582,end time,"""-30-01-01T00:00:00Z""",,"""-30-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"art style, culture, historical period, middle chronology","""period of Mediterranean history from 323 to 31 BC""",,,re_formatting,
392533610,1,Universe,Q1$789eef0c-4108-cdda-1a63-505cdd324564,,580,start time,"""+1-00-00T00:00:00Z""",,"""-13798000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,universe,"""totality consisting of space, time, matter and energy""",,,property_value_update,
53511040,240249,Symphony No. 5,label,,-1,label,"""Symphony No. 5 (Mozart)""",,"""Symphony No. 5""",,string,UPDATE,PROPERTY_VALUE,musical work/composition,"""symphony in three movements composed by Wolfgang Amadeus Mozart""",,,refinement,
704675443,12249,Recreativo de Huelva,description,,-2,description,"""Spanish association football club""",,"""Spanish football club""",,string,UPDATE,PROPERTY_VALUE,association football club,"""Spanish football club""",,,unrefinement,
880375842,381574,Akram Ojjeh,Q381574$1ed77afc-4f65-f86b-092b-4957ccd382ea,,40,child,"""Q53677440""",Akram Junior,"""Q21448967""",Akram,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""French businessman (1918–1991)""",family name,,link_change,
1812232989,258404,Melvyn Greaves,Q258404$c66e0582-4f42-8d4c-1780-13ce1c7fcaba,,2070,Fellow of the Royal Society ID,"""melvyn-greaves-11539""",,"""11539""",,string,UPDATE,PROPERTY_VALUE,human,"""biologist""",,,unrefinement,
1902052118,421736,dibromomethane,Q421736$62C18AC2-5BAC-40B5-B1D3-9E97590BC3C9,,2101,melting point,"""-53.0""",,"""-53""",,quantity,UPDATE,PROPERTY_VALUE,"dihalomethane, type of chemical entity","""chemical compound""",,,unrefinement,
132016765,241864,UEFA Euro 2008,label,,-1,label,"""UEFA Euro 2008""",,"""Euro 2008""",,string,UPDATE,PROPERTY_VALUE,edition of the UEFA European Championship,"""13th European association football championship""",,,unrefinement,
1902233879,411732,nicotinyl alcohol,Q411732$CFB4CE85-C721-4757-B729-7522503F92F1,,2101,melting point,"""-7.0""",,"""-7""",,quantity,UPDATE,PROPERTY_VALUE,"pyridine alkaloid, type of chemical entity","""chemical compound""",,,unrefinement,
5790964,1001,Mahatma Gandhi,q1001$9D56D3E7-3EB3-4515-A54F-621A5A3A1775,,27,country of citizenship,"""Q876323""",Indian Airlines,"""Q3111799""",Indian,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Indian independence activist (1869–1948)""",1996 Tamil film directed by S. Shankar,"defunct airline based in Delhi, India",link_change,
1007532778,11225,Butterfly Cluster,Q11225$1517d038-f9c7-4ed7-992a-c4a2b4cc98c7,,6257,right ascension,"""+265.0833""",,"""+265.083""",,quantity,UPDATE,PROPERTY_VALUE,"asterism, open cluster","""Open cluster in the constellation Scorpius""",,,unrefinement,
1271292818,24159,Jessica Pegula,Q24159$917e7a11-4286-c1dd-4cbf-24406db89fcf,,2121,prize money,"""+1023444""",,"""+1073944""",,quantity,UPDATE,PROPERTY_VALUE,human,"""US American female tennis player""",,,property_value_update,
1099394940,10399,Tasikmalaya,Q10399$9A3E6293-44D7-4920-BFC1-4F6C27B381D0,,2046,area,"""+183.85""",,"""+183.8""",,quantity,UPDATE,PROPERTY_VALUE,city of Indonesia,"""city in West Java Province, Indonesia""",,,unrefinement,
1902395221,416475,glutaral,Q416475$433E8455-BF1B-4535-A874-C87994D0B4E2,,2101,melting point,"""-21.0""",,"""-21""",,quantity,UPDATE,PROPERTY_VALUE,"aldehydes, type of chemical entity","""chemical compound""",,,unrefinement,
269167330,243985,Saint-Hilaire,q243985$24A88B86-5900-4BF5-822C-6EACF1620CDB,,625,coordinate location,"{""latitude"": 46.495277777778, ""longitude"": 3.0208333333333}",,"{""latitude"": 46.494444444444, ""longitude"": 3.02}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"""commune in Allier, France""",,,"unrefinement, property_value_update",
1902215170,419229,isopropyl β-D-thiogalactopyranoside,Q419229$F3A8C24B-E00E-4F9E-B1BD-FBA01419A3C5,,2101,melting point,"""+112.0""",,"""+112""",,quantity,UPDATE,PROPERTY_VALUE,"carbohydrate, type of chemical entity","""chemical compound""",,,unrefinement,
1902147648,368995,betahistine,Q368995$FC7E1B5B-747C-4D5A-A3F2-79A4EADC2B6E,,4250,defined daily dose,"""+24.0""",,"""+24""",,quantity,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity","""chemical compound""",,,unrefinement,
6769549,314016,Andrew Fisher,q314016$84A92CD9-7D79-4231-9364-58E49090A53C,,102,member of political party,"""Q781552""",Australian Labor Party (Non-Communist),"""Q216082""",Australian Labor Party,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Australian politician, fifth Prime Minister of Australia (1862-1928)""","""federal political party in Australia""",political party in Australia,unrefinement,
805990705,101164,Heinrich Popow,Q101164$92B912E3-E819-47C7-900A-EB249D213A04,,19,place of birth,"""Q2283566""",Abay District,"""Q304827""",Abay,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German Paralympic athlete""","""town in Kazakhstan""","district in Karaganda Region, Kazakhstan",refinement,
443592454,171551,South Khorasan Province,Q171551$2273D569-7F50-4A61-BA53-4BBF4B99C477,,2046,area,"""+151913.0""",,"""+151913""",,quantity,UPDATE,PROPERTY_VALUE,province of Iran,"""province of Iran""",,,unrefinement,
445007884,928,Philippines,Q928$4937dcc2-4286-530b-b81c-d408ef369b2d,,1082,population,"""+76506928.4""",,"""+76506928""",,quantity,UPDATE,PROPERTY_VALUE,"archipelagic state, country, island country, sovereign state","""archipelagic country in Southeast Asia""",,,unrefinement,
58339706,239004,289,label,,-1,label,"""280#289""",,"""289""",,string,UPDATE,PROPERTY_VALUE,"centered octagonal number, composite number, odd number, positive integer, square number","""natural number""",,,unrefinement,
1206610953,464264,Rosalía de Castro,Q464264$F79AFE91-D7B3-42C5-9208-2516228D6F56,,40,child,"""Q21816268""",Alejandra Murguía,"""Q4714432""",Alejandra,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Galician poet and writer (1837-1885)""",female given name,,link_change,
1755995944,233205,Aaron Ciechanover,q233205$6E70D414-758E-4637-A2B4-5B5AB6692FEB,,735,given name,"""Q66615366""",Aharon / Aaron,"""Q905085""",Aaron,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Israeli biologist and Nobel Laureate""",male given name,male given name,link_change,
6725312,374053,Vera Zvonareva,q374053$D2DD839E-6781-427F-A30F-727F5B1B9E68,,19,place of birth,"""Q2031636""","Moscow, Belgium","""Q3887555""",Moscow,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Russian tennis player""","unincorporated community and census-designated place in Allegany County, Maryland, United States",2008 film directed by Christophe Van Rompaey,link_change,
507270843,1426,Roger Federer,Q1426$8f7087d2-4670-7173-12af-af0f7f48b8a6,,2522,competition won,"""Q22956224""",2017 Australian Open – men's singles,"""Q22077628""",2017 Australian Open,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Swiss tennis player""",grand slam tennis tournament,tennis tournament held in 2017,unrefinement,
301301175,8857,Málaga CF,description,,-2,description,"""Spanish association football club""",,"""Spanish Football Club""",,string,UPDATE,PROPERTY_VALUE,association football club,"""Spanish football club based in Málaga, Andalusia, Spain""",,,unrefinement,
1887576989,467062,Judah Leon Abravanel,Q467062$9F0A5608-415A-4F6C-A9AF-0C3FFF55C53E,,734,family name,"""Q2821898""",Famille Abravanel,"""Q76484336""",Abravanel,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Portuguese Jewish philosopher, physician and poet""",family name,Jewish family,link_change,
1543271384,42240,research,Q42240$89c4d38e-4e6b-40ab-297f-fdc0a3adc420,,31,instance of,"""Q61788060""",human activity,"""Q1914636""",activity,wikibase-entityid,UPDATE,PROPERTY_VALUE,"activity, education and research, industry, inquiry, process","""systematic study undertaken to increase knowledge""",series of actions done by an agent which results in an external change of state,"activity initiated by a human, intentionally or unintentionally",unrefinement,
549544850,92220,Daniel Müller-Schott,Q92220$85FB4171-A27F-4263-B7B8-65449BB8C17B,,569,date of birth,"""+1976-01-01T00:00:00Z""",,"""+1976-11-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German cellist""",,,refinement,
1799783112,258495,Vasile Miriuță,Q258495$5c13ffe0-423d-ca04-23b9-200754b7f0e4,,10158,SoccerPunter.com player ID,"""261292-Vasile-Laszlo-Miriuță""",,"""261292""",,string,UPDATE,PROPERTY_VALUE,human,"""football player, coach (1968–)""",,,unrefinement,
1031108031,463179,Fallingwater,Q463179$A28CBC72-7C5F-477F-AF4E-B00AB551459F,,2046,area,"""+11.212""",,"""+11.2""",,quantity,UPDATE,PROPERTY_VALUE,"historic house museum, single-family detached home","""house designed by architect Frank Lloyd Wright in Pennsylvania""",,,unrefinement,
545454493,388327,Ma Zhanshan,Q388327$E5EDB119-A8C5-4C68-9E0B-AB89FD8E1593,,570,date of death,"""+1950-01-01T00:00:00Z""",,"""+1950-11-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Chinese politician (1885–1950)""",,,refinement,
1902149282,417414,allylamine,Q417414$114AB8E7-8B78-4290-8D14-49FA3EFB60D3,,2101,melting point,"""-88.0""",,"""-88""",,quantity,UPDATE,PROPERTY_VALUE,"amine, type of chemical entity","""chemical compound""",,,unrefinement,
1902303383,213050,succinic acid,Q213050$7FDA2B48-067B-4187-8652-AC55A4653361,,2101,melting point,"""+187.0""",,"""+187""",,quantity,UPDATE,PROPERTY_VALUE,"dicarboxylic acid, fatty acid, type of chemical entity","""dicarboxylic acid""",,,unrefinement,
1537245130,426132,tolvaptan,Q426132$80B582AD-CB31-40B6-AF92-4F9E3C5F6AB8,,4250,defined daily dose,"""+30.0""",,"""+30""",,quantity,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity","""selective, competitive vasopressin receptor 2 antagonist used to treat hyponatremia (low blood sodium levels) associated with congestive heart failure, cirrhosis, and the syndrome of inappropriate antidiuretic hormone""",,,unrefinement,
1269535827,407290,nitrobenzene,Q407290$5E98B033-55BE-4F66-83B5-259CB446CA59,,2101,melting point,"""+6.0""",,"""+6""",,quantity,UPDATE,PROPERTY_VALUE,"nitro compound, substituted benzene, type of chemical entity","""chemical compound""",,,unrefinement,
1902171705,408032,edetic acid,Q408032$32e0db7a-4f62-cdbe-e148-2608797dbc43,,2101,melting point,"""+241.0""",,"""+241""",,quantity,UPDATE,PROPERTY_VALUE,"aminopolycarboxylic acid, tertiary amine, tetracarboxylic acid, type of chemical entity","""chemical compound used for industrial and chemical purpose""",,,unrefinement,
1007689696,302799,NGC 2506,Q302799$c8ebf6ab-f435-42f9-aad6-34869d4b0375,,6257,right ascension,"""+120.0042""",,"""+120.004""",,quantity,UPDATE,PROPERTY_VALUE,open cluster,"""Open cluster in the constellation Monoceros""",,,unrefinement,
1398038589,423075,cetirizine,Q423075$5497E4F5-6438-42F5-9074-87E72D08837E,,4250,defined daily dose,"""+10.0""",,"""+10""",,quantity,UPDATE,PROPERTY_VALUE,"ethers, group of stereoisomers, monocarboxylic acid, monochlorobenzene, piperidine","""chemical compound""",,,unrefinement,
1434150562,312430,Phraates IV of Parthia,Q312430$85EED217-0876-4A35-A5FA-2B7E68B3A04A,,570,date of death,"""-2-01-01T00:00:00Z""",,"""-2-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Parthia""",,,re_formatting,
610944090,33538,Syriac,description,,-2,description,"""language""",,"""dialect of Middle Aramaic""",,string,UPDATE,PROPERTY_VALUE,"Aramaic, historical language, natural language, sacred language","""dialect of Middle Aramaic""",,,refinement,
1294785041,1099,antimony,Q1099$7C4E4187-E97E-4F25-BFD0-BA181349AE17,,2067,mass,"""+121.760""",,"""+121.76""",,quantity,UPDATE,PROPERTY_VALUE,"chalcophile element, chemical element, metalloid, period 5","""chemical element with symbol Sb and atomic number of 51""",,,unrefinement,
1329336090,246299,Søsterbekk railway halt,label,,-1,label,"""Søsterbekk Station""",,"""Søsterbekk""",,string,UPDATE,PROPERTY_VALUE,railway stop,"""railway halt in Narvik, Norway, on the Ofoten Line""",,,unrefinement,
1836650160,450625,Alytus,q450625$774D4428-E8BD-4F6D-82EF-AC09C7EF3D67,,625,coordinate location,"{""latitude"": 54.401388888889, ""longitude"": 24.049166666667}",,"{""latitude"": 54.4, ""longitude"": 24.05}",,globecoordinate,UPDATE,PROPERTY_VALUE,city,"""city in Lithuania""",,,unrefinement,
1593464343,111222864,Anakajans Interpreting for Oratam and Peter Stuyvesant,description,,-2,description,"""1935 WPA mural""",,"""1936 WPA mural""",,string,UPDATE,PROPERTY_VALUE,"painting, pendant","""1936 WPA mural""",,,property_value_update,
1491148784,209685,stearic acid,Q209685$7d680ac3-425e-053a-bcdb-4618136edac9,,2102,boiling point,"""+383.0""",,"""+383""",,quantity,UPDATE,PROPERTY_VALUE,"long chain fatty acid, saturated fatty acid, straight chain fatty acids, type of chemical entity","""chemical compound""",,,unrefinement,
263180444,9728,Lifou,Q9728$821A2963-F3BB-4ACF-AEEF-043E99622DAD,,625,coordinate location,"{""latitude"": -20.9667, ""longitude"": 167.2333}",,"{""latitude"": -20.9, ""longitude"": 167.26666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of New Caledonia,"""commune in New Caledonia, France""",,,"unrefinement, property_value_update",
11780725,391365,Bray-Dunes,q391365$C009CF31-24FB-44B2-8ECF-74246E8A6005,,131,located in the administrative territorial entity,"""Q475535""",Station Nord,"""Q12661""",Nord,wikibase-entityid,UPDATE,PROPERTY_VALUE,"border city, commune of France","""commune in Nord, France""","""French department in Hauts-de-France""",military and research station in Greenland,link_change,
1791927757,467895,Mohammed Abdel Wahab,Q467895$F079168A-D8F1-4DB8-A04C-FEF06692F9B2,,106,occupation,"""Q10800557""",film actor,"""Q421957""",Actor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Egyptian singer, actor and composer (1896-1991)""","""actor in the Unified Modeling Language (UML) \""specifies a role played by a user or any other system that interacts with the subject.\""""",actor who appears in films,link_change,
2130500136,220976,Thomas à Kempis,Q220976$4F69DD4A-414A-45C4-93AB-4B985520E137,,569,date of birth,"""+1379-01-01T00:00:00Z""",,"""+1379-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German canon regular""",,,re_formatting,
6001131,11509,Xanana Gusmão,q11509$C79618C1-BAAA-465F-A2B5-2FCC567E6E6F,,19,place of birth,"""Q1526353""",Laleia River,"""Q1801231""",Laleia,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Prime Minister and former President of East Timor""",human settlement,river in East Timor,link_change,
1839354706,34777,X-ray,Q34777$732fdfe5-4a5e-628f-1542-e054ed3e6212,,2808,wavelength,"""+50.0005""",,"""+50""",,quantity,UPDATE,PROPERTY_VALUE,"electromagnetic radiation, medical service, radiation","""electromagnetic radiation of wavelength ranging from 10 pm to 10 nm""",,,unrefinement,
1891746432,1193,Manipur,q1193$71B19161-52F0-4FDD-B71B-563F6595CCF6,,625,coordinate location,"{""latitude"": 24.806680555556, ""longitude"": 93.941688888889}",,"{""latitude"": 24.81, ""longitude"": 93.94}",,globecoordinate,UPDATE,PROPERTY_VALUE,state of India,"""state in northeastern India""",,,unrefinement,
1902393131,420682,guaifenesin,Q420682$04358222-46F1-412C-86BC-CC6FFC65C6F8,,2101,melting point,"""+81.0""",,"""+81""",,quantity,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity","""expectorant medication""",,,unrefinement,
13028297,151972,Josephine Baker,q151972$BA4BE8D6-0623-42E3-9DB4-825E813D3877,,19,place of birth,"""Q1273955""",Saint Louis River,"""Q1617681""",Saint-Louis,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""American-born French dancer, singer and actress (1906–1975)""","commune in La Réunion, France","river in Minnesota and Wisconsin, United States of America",link_change,
31659458,9458,Muhammad,q9458$0e4caf7a-48fd-fc41-e00c-30230160c7bb,,26,spouse,"""Q4699129""",Aisha bint Ahmad al-Qurtubiyya,"""Q4730963""",Aisha,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""founder and main prophet of Islam (c. 570–632)""",Muhammad's third wife (c. 613/614 – 678),Andalusian writer and poet,link_change,
