"pair_id","revision_id","entity_id","entity_label","value_id","property_id","change_target","property_label","old_value","old_value_label","new_value","new_value_label","datatype","action","target","comment","timestamp","label","username"
94,"6189277","7747","Vladimir Putin","q7747$0B6C18ED-D36A-406D-AC30-A2AB1D576333","18","","image","{}","","""Vladimir Putin 12015.jpg""","","string","CREATE","PROPERTY","","2013-02-10 11:33:29+00","property_replacement","ThorstenX1"
95,"7594490","246","Volkswagen","q246$80451DCF-3E0D-4B32-B67A-0C61E212F305","131","","located in the administrative territorial entity","{}","","""Q3014""","Wolfsburg","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p131","2013-02-24 14:56:48+00","property_replacement","Magnus Manske"
95,"7594496","246","Volkswagen","q246$28DC5B4B-8F15-4079-88FA-DD0CE97856B4","83","","city","""Q3014""","Wolfsburg","{}","","","DELETE","PROPERTY","/* wbremoveclaims:1 */","2013-02-24 14:56:49+00","property_replacement","Magnus Manske"
96,"726745146","41513","William Blake","Q41513$F00664BA-F548-4275-AB5F-7952B1B9B806","859","","sponsor","{}","","""Q250732""","John Linnell","wikibase-entityid","CREATE","PROPERTY_VALUE","/* wbcreateclaim-create:1| */ [[Property:P859]]: [[Q250732]]","2018-08-16 00:21:45+00","property_replacement","KrBot"
96,"726745137","41513","William Blake","Q41513$6cb3b798-4ed4-5f13-7780-0f537ab6e74e","1962","","patron","""Q23688963""","Joseph Thomas","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P1962]]: [[Q23688963]], перемещено в / moved to [[Property:P859]], см. / see [[Template:Autofix|autofix]] на / on [[Property talk:P1962]]","2018-08-16 00:21:44+00","property_replacement","KrBot"
97,"285331617","136541","ZYN!","Q136541$5B623EFA-A49B-4C5C-8455-775C0364EEB7","357","","title","""ZYN! Das einzige deutsche Satiremagazin""","","{}","","","DELETE","PROPERTY","/* wbeditentity-update:0| */","2015-12-23 15:44:41+00","property_replacement","Pasleim"
97,"285331617","136541","ZYN!","Q136541$0F877656-992E-4CA3-9CE3-D5975EDFEFA3","1476","","title","{}","","""ZYN! Das einzige deutsche Satiremagazin""","","monolingualtext","CREATE","PROPERTY","/* wbeditentity-update:0| */","2015-12-23 15:44:41+00","property_replacement","Pasleim"
98,"1804175957","1","Universe","Q1$2195b431-45e1-e607-8cea-e0a9aeabf404","2561","","name","{}","","""universe""","","monolingualtext","CREATE","PROPERTY","/* wbsetclaim-create:2||1 */ [[Property:P2561]]: universe","2023-01-05 22:53:43+00","non_property_replacement","VGPaleontologist"
98,"107355586","1","Universe","label","-1","","label","""universe""","","{}","","string","DELETE","PROPERTY","/* wbsetlabel-remove:1|en */universe","2014-02-02 16:29:17+00","non_property_replacement",""
99,"107355586","1","Universe","label","-1","","label","""universe""",NULL,"{}",NULL,"string","DELETE","PROPERTY","/* wbsetlabel-remove:1|en */universe","2014-02-02 16:29:17+00","non_property_replacement",""
99,"312741107","1","Universe","Q1$E1198AC6-44C9-4862-80A8-A77304C12963","2612","","TED topic ID","{}","","""universe""","","string","CREATE","PROPERTY","/* wbcreateclaim-create:1| */ [[Property:P2612]]: universe, #quickstatements","2016-03-15 15:12:25+00","non_property_replacement","Pigsonthewing-bot"
99,"107355586","1","Universe","label","-1","","label","""universe""","","{}","","string","DELETE","PROPERTY","/* wbsetlabel-remove:1|en */universe","2014-02-02 16:29:17+00","non_property_replacement",""
100,"659606003","1","Universe","Q1$63ffdc0f-46ed-6d54-c855-cfa1121487f6","527","","has part(s)","{}","","""Q221392""","observable universe","wikibase-entityid","CREATE","PROPERTY_VALUE","/* wbsetclaim-create:2||1 */ [[Property:P527]]: [[Q221392]]","2018-04-01 19:21:51+00","property_replacement","V27t"
100,"659606028","1","Universe","Q1$94399f4e-44e4-6af1-bd0f-3641dd7e6b0e","2670","","has part(s) of the class","""Q28530079""","observable universe","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P2670]]: [[Q28530079]]","2018-04-01 19:21:55+00","property_replacement","V27t"
101,"701955037","1","Universe","label","-1","","label","""Universe""","","{}","","string","DELETE","PROPERTY","/* wbmergeitems-to:0||Q53758969 */ [[MediaWiki:Gadget-Merge.js|merge.js]]","2018-06-24 17:51:14+00","non_property_replacement","Cookingmonster123"
101,"22841963","1","Universe","q1$BD33C4D4-8E79-40FA-BB26-475CA5E732CE","373","","Commons category","{}","","""Universe""","","string","CREATE","PROPERTY","","2013-04-08 03:43:33+00","non_property_replacement","Dexbot"
102,"5804089","2","Earth","q2$564FEEFE-DD96-4156-867A-1E1611C87D0E","31","","instance of","{}","","""Q634""","planet","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 03:16:19+00","non_property_replacement","Gareth"
102,"98345699","2","Earth","q2$9BD200E4-A1BE-4825-8D50-028D5A087B21","60","","astronomical object","""Q634""","planet","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */[[Property:P60]]: [[Q634]]","2014-01-04 16:34:56+00","non_property_replacement","Emw"
103,"62058079","3","life","q3$6937616b-402e-4531-3241-9491c3aaad57","461","","opposite of","{}","","""Q4""","death","wikibase-entityid","CREATE","PROPERTY","/* wbsetclaim-create:1||1 */ [[Property:P461]]: [[Q4]]","2013-07-28 21:44:53+00","non_property_replacement","Shadster"
103,"1941113020","3","life","Q3$173e66fc-46a3-4e0d-a9b1-8557f4741399","527","","has part(s)","""Q4""","death","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P527]]: [[Q4]]","2023-07-26 23:47:32+00","non_property_replacement","Harmonizator"
104,"11915402","4","death","q4$1EDC85E8-F488-4778-B91F-1A8DD78397B6","279","","subclass of","{}","","""Q937228""","property","wikibase-entityid","CREATE","PROPERTY","","2013-03-14 02:43:23+00","non_property_replacement","Emw"
104,"1007704799","4","death","Q4$9d34c155-455a-39da-1940-fde1f4f00434","31","","instance of","""Q937228""","property","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P31]]: [[Q937228]]","2019-09-03 20:23:08+00","non_property_replacement","Joshbaumgartner"
105,"750963054","5","human","Q5$22c24a20-4f45-bdc3-3ff4-872cd7c135f0","279","","subclass of","""Q171283""","Homo","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P279]]: [[Q171283]]","2018-09-23 02:35:30+00","non_property_replacement","Dcflyer"
105,"5990599","5","human","q5$CEE043A5-275D-41F8-9D60-549B5E43F212","74","","genus","{}","","""Q171283""","Homo","wikibase-entityid","CREATE","PROPERTY","","2013-02-07 20:50:44+00","non_property_replacement","Soulkeeper"
106,"18402187","8","happiness","q8$D5D2F68B-765E-460D-94AD-DEB0C07BA57F","279","","subclass of","""Q331769""","mood","{}","","","DELETE","PROPERTY","","2013-04-02 04:41:34+00","non_property_replacement","Mattflaschen"
106,"18401599","8","happiness","q8$E2EFA381-BA5D-4F52-AF74-660B9A044C1E","31","","instance of","{}","","""Q331769""","mood","wikibase-entityid","CREATE","PROPERTY","","2013-04-02 04:40:16+00","non_property_replacement","Mattflaschen"
107,"11916940","13","triskaidekaphobia","q13$7CE5BC05-62A7-4ED5-A8B2-AB268C1A87E7","279","","subclass of","""Q175854""","phobia","{}","","","DELETE","PROPERTY","","2013-03-14 02:51:10+00","non_property_replacement","Emw"
107,"214716046","13","triskaidekaphobia","Q13$34b65769-4c29-5fa2-859c-a7c8425dce4b","31","","instance of","{}","","""Q175854""","phobia","wikibase-entityid","CREATE","PROPERTY","/* wbsetclaim-create:2||1 */ [[Property:P31]]: [[Q175854]]","2015-05-07 15:00:40+00","non_property_replacement","PAC2"
108,"31810559","15","Africa","q15$60f93cc4-4a85-f1a0-3584-d6043bd41b80","361","","part of","{}","","""Q2""","Earth","wikibase-entityid","CREATE","PROPERTY","","2013-04-27 19:11:50+00","non_property_replacement","Emw"
108,"581436495","15","Africa","Q15$43854182-46dd-3575-cda8-26531526b104","376","","located on astronomical body","""Q2""","Earth","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P376]]: [[Q2]], #quickstatements","2017-10-19 15:47:51+00","non_property_replacement","McSearch"
109,"9986436","18","South America","q18$9F5AB377-6122-4811-ADAE-0ED7FBEE58EE","242","","locator map image","{}","","""South America (orthographic projection).svg""","","string","CREATE","PROPERTY","","2013-03-07 16:22:22+00","non_property_replacement","Danrok"
109,"1430376527","18","South America","Q18$b2ec85e4-471d-2701-73d9-d3eddb6e0fda","18","","image","""South America (orthographic projection).svg""","","{}","","string","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P18]]: South America (orthographic projection).svg","2021-05-28 17:09:47+00","non_property_replacement","Gymnicus"
110,"1749408471","19","cheating","Q19$413ddbc1-42fe-0dc1-4e23-36868f41592c","1552","","has characteristic","{}","","""Q3796713""","immorality","wikibase-entityid","CREATE","PROPERTY","/* wbsetclaim-create:2||1 */ [[Property:P1552]]: [[Q3796713]]","2022-10-12 20:06:01+00","non_property_replacement","Swpb"
110,"1749408429","19","cheating","q19$FAB4B512-982C-46B0-ABFC-A9D596DAD4EB","279","","subclass of","""Q3796713""","immorality","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P279]]: [[Q3796713]]","2022-10-12 20:05:52+00","non_property_replacement","Swpb"
111,"5797203","20","Norway","q20$CB7CF181-7CB4-495D-883B-2AD6CFBD6872","36","","capital","{}","","""Q585""","Oslo","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 23:20:07+00","non_property_replacement","Jeblad"
111,"2348932294","20","Norway","Q20$4D7DB100-B1DF-40F5-BBA8-A7F42206A3A5","13574","","‎most populous urban area","""Q585""","Oslo","{}","","","DELETE","PROPERTY","/* undo:0||2348931008|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:43:20+00","non_property_replacement","Swpb"
112,"6309923","23","George Washington","q23$2FD3D976-6D3D-4FC8-B703-7133377566CB","107","","Main type of item (entity)","{}","","""Q215627""","person","wikibase-entityid","CREATE","PROPERTY","","2013-02-11 23:00:58+00","property_replacement",""
112,"6309965","23","George Washington","q23$028C6593-6816-42BD-8761-E7218B460753","31","","instance of","""Q215627""","person","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","","2013-02-11 23:01:57+00","property_replacement",""
113,"8729393","24","Jack Bauer","q24$E6EFDE90-FE65-4AE8-B614-3619156FB1CF","107","","Main type of item (entity)","{}","","""Q215627""","person","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p107","2013-03-02 18:40:53+00","non_property_replacement","Legoktm"
113,"12523971","24","Jack Bauer","q24$88D0EABD-F6FB-4F3D-B3C2-563DB65CDB8C","31","","instance of","""Q215627""","person","{}","","","DELETE","PROPERTY","","2013-03-16 00:24:55+00","non_property_replacement","Yuma"
114,"1227383336","25","Wales","Q25$7371A9EB-A08C-4EE2-92F5-18907B25C543","8408","","KBpedia ID","""Wales""","","{}","","","DELETE","PROPERTY","/* undo:0||1226976775|Mkbergman */ Incorrect use of qualifiers ([[:toollabs:editgroups/b/EG/809d444|details]])","2020-07-08 19:27:11+00","non_property_replacement","Epìdosis"
114,"189","25","Wales","label","-1","","label","{}","","""Wales""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Wales","2012-10-29 19:46:45+00","non_property_replacement","Reedy"
115,"6822001","26","Northern Ireland","q26$852B8F49-196A-45BE-8C26-2837E2A58892","17","","country","{}","","""Q145""","United Kingdom","wikibase-entityid","CREATE","PROPERTY","","2013-02-17 21:51:42+00","non_property_replacement","Thayts"
115,"142392611","26","Northern Ireland","q26$B0288EF9-B105-4697-864C-7C3529ED290B","131","","located in the administrative territorial entity","""Q145""","United Kingdom","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P131]]: [[Q145]]","2014-07-04 00:51:50+00","non_property_replacement",""
116,"2231320362","27","Ireland","Q27$6b796c1d-4787-d506-397e-7485ffeb8ee1","1448","","official name","""Republic of Ireland""","","{}","","monolingualtext","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P1448]]: Republic of Ireland","2024-08-19 11:42:51+00","non_property_replacement","Cashew.wheel"
116,"193","27","Ireland","label","-1","","label","{}","","""Republic of Ireland""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Republic of Ireland","2012-10-29 19:47:03+00","non_property_replacement","Reedy"
117,"1657960681","29","Spain","Q29$70624FB3-434D-4266-8DCD-F58DF6EA8234","18","","image","""Flag of Spain.svg""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P18]]: Flag of Spain.svg, [[:toollabs:quickstatements/#/batch/88876|batch #88876]]","2022-06-10 21:30:02+00","non_property_replacement","Kr.angelov"
117,"5798505","29","Spain","q29$BF368E9B-BE16-4610-9B1C-99366181D7F3","41","","flag image","{}","","""Flag of Spain.svg""","","string","CREATE","PROPERTY","","2013-02-04 23:59:20+00","non_property_replacement","MichaelSchoenitzer"
118,"46090051","30","United States","q30$14c52ecf-4b9e-083b-86c8-86029c334d99","6","","head of government","{}","","""Q76""","President Obama","wikibase-entityid","CREATE","PROPERTY","properties are being merged","2013-05-24 20:20:15+00","property_replacement","Sven Manguard"
118,"46090051","30","United States","q30$D3AF9C01-BB52-4248-B4C1-780411862D7D","46","","head of national government","""Q76""","President Obama","{}","","","DELETE","PROPERTY","properties are being merged","2013-05-24 20:20:15+00","property_replacement","Sven Manguard"
119,"5843468","31","Belgium","q31$3B0E9CC5-A615-48E6-9A47-7C016D5627F1","47","","shares border with","{}","","""Q32""","Luxembourg","wikibase-entityid","CREATE","PROPERTY_VALUE","","2013-02-05 22:53:19+00","non_property_replacement","MarrickLip"
119,"227573024","31","Belgium","Q31$04B22B86-D468-4440-8479-E400EB774794","530","","diplomatic relation","""Q32""","Luxembourg","{}","","","DELETE","PROPERTY","Reverted edits by [[Special:Contributions/Jura1|Jura1]] ([[User talk:Jura1|talk]]) to last revision by [[User:JWbot|JWbot]]","2015-07-08 16:07:18+00","non_property_replacement","Jura1"
120,"5792728","33","Finland","q33$A327D21E-49D5-47CC-8C95-0C6561A132BA","37","","official language","{}","","""Q1412""","Finnish","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 21:43:40+00","non_property_replacement","JoonaZZ"
120,"1158688446","33","Finland","Q33$2AA60D2C-EA92-4CB3-B4CD-41FEC601718D","2936","","language used","""Q1412""","Finnish","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P2936]]: [[Q1412]]","2020-04-16 08:31:34+00","non_property_replacement","Susannaanas"
121,"5854733","34","Sweden","q34$C27871D8-197D-4F5F-86CE-938B024D6D3B","36","","capital","{}","","""Q1754""","Stockholm","wikibase-entityid","CREATE","PROPERTY","","2013-02-06 00:55:53+00","non_property_replacement","Delusion23"
121,"2348932127","34","Sweden","Q34$FAE01A9D-7CF9-4252-B4B9-B58CB53A7FED","13574","","‎most populous urban area","""Q1754""","Stockholm","{}","","","DELETE","PROPERTY","/* undo:0||2348931243|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:42:17+00","non_property_replacement","Swpb"
122,"5950123","35","Denmark","q35$03139EE4-FFDF-4C41-9CEC-1373AB769D87","30","","continent","{}","","""Q46""","Europe","wikibase-entityid","CREATE","PROPERTY","","2013-02-07 05:46:50+00","non_property_replacement","MarrickLip"
122,"693016540","35","Denmark","Q35$4dc163f0-44fb-9a26-38a0-596c0fff9005","361","","part of","""Q46""","Europe","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P361]]: [[Q46]]","2018-06-09 18:56:05+00","non_property_replacement","Nvrandow"
123,"13725746","36","Poland","q36$EDB83166-F2A9-41C8-B570-C7284BAC7084","132","","type of administrative division","""Q6256""","country","{}","","","DELETE","PROPERTY","","2013-03-20 10:07:06+00","non_property_replacement","DixonD"
123,"5796159","36","Poland","q36$7F76F2CA-DE62-4085-A033-076CD99D0221","31","","instance of","{}","","""Q6256""","country","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 22:55:31+00","non_property_replacement","Napoleon.tan"
124,"238913057","37","Lithuania","Q37$c5d3e592-4c72-c258-c89a-83a3593a5723","1412","","languages spoken, written or signed","""Q9083""","Lithuanian","{}","","","DELETE","PROPERTY","Restored revision 227580960 by [[Special:Contributions/Jura1|Jura1]] – 1. P1412 is only for persons; 2. use P143:Q328 instead of P854 with enwiki URL","2015-08-05 16:45:26+00","non_property_replacement","Galaktos"
124,"5811560","37","Lithuania","q37$ED07E8B9-9877-43C7-AAAB-3B40C3BC659C","37","","official language","{}","","""Q9083""","Lithuanian","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 07:00:42+00","non_property_replacement","Stryn"
125,"2348932476","38","Italy","Q38$42D7782B-DBC7-4CA8-BC4F-EF7E861548A0","13574","","‎most populous urban area","""Q220""","Rome","{}","","","DELETE","PROPERTY","/* undo:0||2348930874|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:44:19+00","non_property_replacement","Swpb"
125,"5794375","38","Italy","q38$D5EB0888-3275-4B9F-A371-ED66DA7CAAB2","36","","capital","{}","","""Q220""","Rome","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 22:20:23+00","non_property_replacement","Vennor"
126,"227572606","39","Switzerland","Q39$FFE78785-86FD-4EF0-B6A7-D86E0E679408","530","","diplomatic relation","""Q38""","Italy","{}","","","DELETE","PROPERTY","Reverted edits by [[Special:Contributions/Jura1|Jura1]] ([[User talk:Jura1|talk]]) to last revision by [[User:Pikolas|Pikolas]]","2015-07-08 16:06:08+00","non_property_replacement","Jura1"
126,"5801388","39","Switzerland","q39$DC846BE4-915B-45D1-836E-8ABC25C26C6A","47","","shares border with","{}","","""Q38""","Italy","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 01:48:12+00","non_property_replacement","Delusion23"
127,"5794332","40","Austria","q40$0C7F7D04-1C24-40B4-9668-5C9D4CF01906","41","","flag image","{}","","""Flag of Austria.svg""","","string","CREATE","PROPERTY","","2013-02-04 22:19:23+00","non_property_replacement","MichaelSchoenitzer"
127,"1657943975","40","Austria","Q40$FFEE77AA-80B8-432C-85E7-8BE053A80EB1","18","","image","""Flag of Austria.svg""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P18]]: Flag of Austria.svg, [[:toollabs:quickstatements/#/batch/88876|batch #88876]]","2022-06-10 20:43:18+00","non_property_replacement","Kr.angelov"
128,"2348932541","41","Greece","Q41$E3BB7BDE-C99B-483D-8A19-B0A67D75D589","13574","","‎most populous urban area","""Q1524""","Athens","{}","","","DELETE","PROPERTY","/* undo:0||2348930794|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:44:56+00","non_property_replacement","Swpb"
128,"5828318","41","Greece","q41$E6C6BEA5-EAFC-4AE3-950C-2FE16E11F910","36","","capital","{}","","""Q1524""","Athens","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 20:10:22+00","non_property_replacement","Geraki"
129,"185552111","42","Douglas Adams","Q42$FA73986E-3D1D-4CAB-B358-424B58544620","800","","notable work","""Q25169""","The Hitchhiker's Guide to the Galaxy","{}","","","DELETE","PROPERTY","/* wbeditentity-update:0| */ API Test, were the tests can be done?","2015-01-02 12:31:57+00","non_property_replacement","Mjbmr"
129,"6562305","42","Douglas Adams","q42$686349A0-485C-46A1-A67D-4DB4BEA64AC2","50","","author","{}","","""Q25169""","The Hitchhiker's Guide to the Galaxy","wikibase-entityid","CREATE","PROPERTY","","2013-02-15 05:07:10+00","non_property_replacement","Legoktm"
130,"6126554","43","Turkey","q43$DFEC9A1A-A5CC-46F7-A442-3924D5D60A05","47","","shares border with","{}","","""Q227""","Azerbaijan","wikibase-entityid","CREATE","PROPERTY_VALUE","","2013-02-09 14:10:38+00","non_property_replacement","Чаховіч Уладзіслаў"
130,"1972791996","43","Turkey","Q43$c71e83e3-478d-87a1-8694-06c434c2a01a","530","","diplomatic relation","""Q227""","Azerbaijan","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbeditentity-update-languages-and-other-short:0||tly */ add missing labels; cleanup","2023-09-12 03:44:56+00","non_property_replacement","MatSuBot"
131,"24763053","44","beer","q44$4277BC82-8030-4FE1-9F4C-CA4D1E3A768C","279","","subclass of","{}","","""Q154""","alcoholic beverage","wikibase-entityid","CREATE","PROPERTY","","2013-04-13 05:23:23+00","non_property_replacement","Andreasmperu"
131,"124309931","44","beer","Q44$ac73d145-4573-085b-2412-1ab7355b553f","31","","instance of","""Q154""","alcoholic beverage","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P31]]: [[Q154]]","2014-05-01 14:01:44+00","non_property_replacement","Zolo"
132,"1657957950","45","Portugal","Q45$5CE10796-7737-47D2-A87A-AFDB23D506FC","18","","image","""Flag of Portugal.svg""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P18]]: Flag of Portugal.svg, [[:toollabs:quickstatements/#/batch/88876|batch #88876]]","2022-06-10 21:23:04+00","non_property_replacement","Kr.angelov"
132,"5817705","45","Portugal","q45$B5F23A74-FECA-4EAD-8AD0-F729683C7800","41","","flag image","{}","","""Flag of Portugal.svg""","","string","CREATE","PROPERTY","","2013-02-05 12:11:21+00","non_property_replacement","MichaelSchoenitzer"
133,"1498558471","46","Europe","Q46$4971afea-455f-bd13-b5ee-a3dcc0588833","1889","","different from","""Q165170""","Europa","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P1889]]: [[Q165170]]","2021-09-16 19:11:23+00","non_property_replacement","Gymnicus"
133,"7762935","46","Europe","q46$1366425A-D2B7-4521-93D9-8CCD4CDDFB7A","138","","named after","{}","","""Q165170""","Europa","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p138","2013-02-26 03:40:16+00","non_property_replacement","Ssolbergj"
134,"1079755800","48","Asia","Q48$3c8d42ae-4980-48e2-af78-c1227dbded2d","376","","located on astronomical body","""Q2""","Earth","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P376]]: [[Q2]], #quickstatements; #temporary_batch_1576769028710","2019-12-19 15:24:03+00","non_property_replacement","VIGNERON"
134,"31809579","48","Asia","q48$9f397297-468a-a8c7-6fe4-ab5748fed6ef","361","","part of","{}","","""Q2""","Earth","wikibase-entityid","CREATE","PROPERTY","","2013-04-27 19:09:33+00","non_property_replacement","Emw"
135,"12580654","49","North America","q49$A32C98DC-ECE7-43BF-A219-B6FA1D4B4367","47","","shares border with","{}","","""Q18""","South America","wikibase-entityid","CREATE","PROPERTY","","2013-03-16 03:58:21+00","non_property_replacement","Goldzahn"
135,"49351551","49","North America","q49$7140f757-44a6-3e6b-a3fe-02f6d47e6f32","596","","cardinal direction","""Q18""","South America","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1||1 */ [[Property:P596]]: [[Q18]]","2013-06-03 07:56:52+00","non_property_replacement","Tobias1984"
136,"581436623","51","Antarctica","Q51$c60cc997-43a3-7c5d-a3a9-166731b46708","376","","located on astronomical body","""Q2""","Earth","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P376]]: [[Q2]], #quickstatements","2017-10-19 15:48:04+00","non_property_replacement","McSearch"
136,"11993789","51","Antarctica","q51$7E1C5AEB-C24B-4C14-AAD4-2FE0265BF79B","131","","located in the administrative territorial entity","{}","","""Q2""","Earth","wikibase-entityid","CREATE","PROPERTY","","2013-03-14 13:24:05+00","non_property_replacement","Gloumouth1"
137,"108081232","53","Club-Mate","q53$e5aa210f-44f2-f1e8-5d25-f0dec50533d6","580","","start time","""+1924-01-01T00:00:00Z""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */[[Property:P580]]: 1924","2014-02-07 00:46:21+00","property_replacement","Laddo"
137,"108081220","53","Club-Mate","Q53$ca6698a1-44e8-a908-dff5-fa4e5768e633","571","","inception","","","""+1924-01-01T00:00:00Z""","","time","CREATE","PROPERTY","/* wbsetclaim-create:1||1 */[[Property:P571]]: 1924","2014-02-07 00:46:15+00","property_replacement","Laddo"
138,"2348932366","55","Netherlands","Q55$0F79AA32-EFDE-4292-AC7C-3397361EF2BF","13574","","‎most populous urban area","""Q727""","Amsterdam","{}","","","DELETE","PROPERTY","/* undo:0||2348930990|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:43:35+00","non_property_replacement","Swpb"
138,"5824145","55","Netherlands","q55$21D1461E-8C6C-4786-A611-FD300E185C6C","36","","capital","{}","","""Q727""","Amsterdam","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 17:19:10+00","non_property_replacement","Wiki13"
139,"22772542","57","Never Gonna Give You Up","q57$98FA2FC4-FB3B-42A6-BB7A-E2F217674E21","31","","instance of","{}","","""Q134556""","single","wikibase-entityid","CREATE","PROPERTY","","2013-04-08 02:27:16+00","non_property_replacement","Dexbot"
139,"1530182999","57","Never Gonna Give You Up","Q57$DC54D61B-7610-4D42-BDF1-147B162EA0F0","7937","","form of creative work","""Q134556""","single","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P7937]]: [[Q134556]]","2021-11-18 22:19:45+00","non_property_replacement","Moebeus"
140,"501823798","59","PHP","Q59$CB543E1D-6901-4ADA-8B7D-49C804A5FD93","18","","image","""PHP-logo.svg""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P18]]: PHP-logo.svg","2017-06-16 22:54:05+00","non_property_replacement","Kette~cawiki"
140,"89115241","59","PHP","Q59$2a4aefbd-4343-710f-1bc9-41fe2926da94","154","","logo image","{}","","""PHP-logo.svg""","","string","CREATE","PROPERTY","/* wbsetclaim-create:1||1 */[[Property:P154]]: PHP-logo.svg","2013-11-24 14:29:50+00","non_property_replacement","Kky"
141,"5790058","61","Washington, D.C.","q61$6CFDBB52-A7CE-4508-B97C-D141F1EF652F","17","","country","{}","","""Q30""","United States","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 19:54:52+00","non_property_replacement","Aude"
141,"9210843","61","Washington, D.C.","q61$24D763E6-1874-4AF4-99D8-8378A2E78320","27","","country of citizenship","""Q30""","United States","{}","","","DELETE","PROPERTY","/* wbremoveclaims:1 */","2013-03-04 03:01:43+00","non_property_replacement","Jon Harald Søby"
142,"5966881","64","Berlin","q64$25A421CA-14DF-463C-ACAD-F1199ADFACE7","17","","country","{}","","""Q183""","Germany","wikibase-entityid","CREATE","PROPERTY","","2013-02-07 12:02:59+00","property_replacement","Santga"
142,"5966861","64","Berlin","q64$6386E2F7-C8A0-4A81-AE91-C0895CAF2078","36","","capital","""Q183""","Germany","{}","","","DELETE","PROPERTY","","2013-02-07 12:02:39+00","property_replacement","Santga"
143,"715049430","64","Berlin","q64$25A421CA-14DF-463C-ACAD-F1199ADFACE7","17","","country","""Q183""","Germany","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbeditentity-update:0| */ via [[:w:ru:ВП:WE-F|WE-Framework gadget]] from ruwiki","2018-07-24 15:38:09+00","non_property_replacement","Vlsergey-at-work"
143,"5800945","64","Berlin","q64$6386E2F7-C8A0-4A81-AE91-C0895CAF2078","36","","capital","{}","","""Q183""","Germany","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 01:33:55+00","non_property_replacement","Goldzahn"
